basis_index,Re_J,Im_J,magnitude_J,phase_deg
969,8.576689291538e-02,-1.648977498856e-02,8.733769289105e-02,-10.883041
970,5.356050712836e-02,-6.324714726719e-02,8.287900555198e-02,-49.740584
971,4.763330686734e-02,-7.158825232998e-03,4.816825408747e-02,-8.547033
972,-1.776588445752e-02,2.144189045519e-02,2.784566962474e-02,129.643774
973,5.883598099580e-03,4.465391101026e-02,4.503985451919e-02,82.493947
974,1.565477946553e-02,8.045943419052e-02,8.196824184019e-02,78.989673
975,1.970691574230e-02,-3.896293343391e-02,4.366317338272e-02,-63.170341
976,-9.710455245391e-02,-7.430216243382e-02,1.222706238212e-01,-142.577617
977,-3.379379617906e-02,-7.232936387865e-02,7.983456356292e-02,-115.042968
978,-4.514509200414e-02,8.108956022442e-03,4.586757569173e-02,169.817123
979,-5.178063817360e-02,2.708636632313e-02,5.843719475006e-02,152.386008
980,9.452202811542e-03,3.639759065317e-02,3.760490318225e-02,75.442256
981,-1.308511941946e-02,2.212360248435e-02,2.570358218434e-02,120.602413
982,-3.767567489427e-02,2.996931707621e-03,3.779468320278e-02,175.451953
983,-2.971829556856e-02,-6.455868793586e-02,7.107039664657e-02,-114.718030
984,-5.092561196001e-02,3.664207044334e-02,6.273802100701e-02,144.264174
985,-8.684581647895e-03,-3.487896570963e-03,9.358813006396e-03,-158.118648
986,-5.438499217198e-03,3.900691619857e-02,3.938422000062e-02,97.937238
987,-9.177938929970e-02,1.693500634852e-02,9.332872408991e-02,169.545452
988,1.201494909324e-02,-8.240978339311e-03,1.456958220754e-02,-34.445982
989,-3.585949893944e-03,4.437707803942e-03,5.705461172862e-03,128.940414
990,1.087255992123e-02,-1.000204235104e-02,1.477340212790e-02,-42.612022
991,1.441699612436e-02,7.389185204427e-03,1.620030355379e-02,27.136634
992,1.709111018910e-02,1.337857000914e-02,2.170465809419e-02,38.053110
993,-6.020138364725e-03,2.407878056044e-03,6.483821609453e-03,158.200045
994,1.788390346546e-03,9.336042518477e-04,2.017413425822e-03,27.566183
995,2.012912331969e-02,-3.149666356003e-03,2.037405221779e-02,-8.893137
996,1.240943261487e-02,-1.866957681607e-02,2.241756267559e-02,-56.388514
997,1.216974921551e-02,-4.883832104973e-03,1.311314653308e-02,-21.866045
998,-4.237502917350e-03,-1.939069604471e-03,4.660088186454e-03,-155.411299
999,1.548064534546e-02,-1.160076245914e-02,1.934497531519e-02,-36.846863
1000,-4.365048551227e-02,-4.795966944563e-02,6.484978626635e-02,-132.306890
1001,-3.115570150092e-03,3.895231768625e-03,4.987946259880e-03,128.654290
1002,-2.255320713881e-02,1.157175714128e-02,2.534862354414e-02,152.838231
1003,2.512870786318e-02,6.703561214869e-02,7.159067854841e-02,69.451184
1004,-1.105395325490e-02,2.399926189846e-04,1.105655819045e-02,178.756245
1005,1.450348548673e-02,-1.129907068604e-02,1.838532266869e-02,-37.920694
1006,-1.830372768810e-02,3.066520221682e-02,3.571247785129e-02,120.832521
1007,6.172694485560e-03,-5.381074531345e-03,8.188902266113e-03,-41.080439
1008,-4.404708017917e-02,4.273627491070e-02,6.137209842879e-02,135.865349
1009,4.147652502371e-02,-5.870280918158e-02,7.187713081260e-02,-54.756847
1010,2.213627968557e-02,-1.293889946278e-02,2.564039776652e-02,-30.306757
1011,-1.914568969510e-02,2.229374356240e-03,1.927504977740e-02,173.358240
1012,-2.144651673729e-02,-4.654385859289e-03,2.194576013471e-02,-167.755382
1013,5.060020923595e-03,-3.328254479119e-02,3.366499071030e-02,-81.355390
1014,-1.281186969318e-02,6.002163856607e-03,1.414814390641e-02,154.897633
1015,-3.108768514752e-03,-4.881926560971e-02,4.891814731110e-02,-93.643626
1016,-2.293708500409e-03,7.580039061510e-03,7.919475415636e-03,106.835737
1017,-2.911392025848e-03,-2.006928374910e-02,2.027935782341e-02,-98.254150
1018,4.363841864708e-02,7.011954199087e-02,8.258971940276e-02,58.104212
1019,2.846138120136e-03,8.741527994939e-02,8.746160112203e-02,88.135176
1020,-7.802976878898e-02,-4.574576987510e-02,9.045065106856e-02,-149.618589
1021,-3.513619884215e-02,2.302239198325e-02,4.200693992313e-02,146.765866
1022,-4.514285785351e-03,2.432377309202e-02,2.473913324238e-02,100.513984
1023,-2.538323611626e-02,-1.828574211252e-02,3.128381435087e-02,-144.231529
1024,3.527508620787e-03,-1.605957397170e-02,1.644242175660e-02,-77.611632
1025,-3.081396721305e-02,1.192608957737e-02,3.304137085556e-02,158.841809
1026,2.016786422251e-02,5.076818121327e-02,5.462738297778e-02,68.334351
1027,-7.733348847231e-02,7.508481779084e-02,1.077877465298e-01,135.845240
1028,-1.561467870789e-02,2.180263911313e-02,2.681740597910e-02,125.609593
1029,1.217382996633e-03,2.423441303908e-02,2.426497056890e-02,87.124241
1030,6.019449879162e-02,-1.205195050768e-01,1.347157332636e-01,-63.459772
1031,6.392298831766e-03,5.492781930672e-03,8.428056578626e-03,40.671847
1032,-2.130826707533e-02,3.733663923748e-02,4.298914834354e-02,119.713689
1033,5.826370463894e-02,-3.111173334477e-02,6.604997524579e-02,-28.101387
1034,6.351930098265e-02,-1.393510648936e-03,6.353458482790e-02,-1.256775
1035,8.683505392328e-03,-1.667506946183e-02,1.880056401961e-02,-62.491853
1036,-8.325677162106e-03,-2.559972762157e-02,2.691956453040e-02,-108.015832
1037,-4.126453146934e-02,-1.044893416413e-01,1.123422630804e-01,-111.549865
1038,4.632096936455e-02,-4.518128697111e-02,6.470688445009e-02,-44.286404
1039,6.794074343921e-02,-1.260118403611e-03,6.795242834118e-02,-1.062561
1040,-7.714390537469e-03,-3.173951024139e-02,3.266356275314e-02,-103.661028
1041,-1.424500747295e-03,-5.965519540707e-02,5.967220074234e-02,-91.367901
1042,-3.141091969058e-02,2.600714199773e-02,4.078010925314e-02,140.376433
1043,7.889989872370e-03,-1.425075314452e-02,1.628913458021e-02,-61.028708
1044,-1.343133137176e-02,-5.422493330192e-02,5.586362012988e-02,-103.911964
1045,2.720709999815e-02,-9.155421048896e-02,9.551125456492e-02,-73.449667
1046,2.543671182179e-02,-3.663437665620e-02,4.459937063786e-02,-55.226207
1047,4.954120035556e-02,6.543475932859e-02,8.207337120565e-02,52.870334
1048,-7.933664040715e-02,4.497396379545e-03,7.946401125849e-02,176.755517
1049,-1.408171422355e-02,7.499780993145e-02,7.630836238570e-02,100.634138
1050,5.436860975979e-02,6.394107366876e-02,8.393096347074e-02,49.625738
1051,-5.488850889640e-02,-7.418739768204e-02,9.228498460585e-02,-126.496368
1052,-3.606120404455e-02,-4.469238464946e-02,5.742664610438e-02,-128.899220
1053,-4.754109270859e-02,-4.189549621871e-02,6.336709003369e-02,-138.611947
1054,3.975045643491e-03,-4.203891029487e-02,4.222642498067e-02,-84.598381
1055,2.136277265222e-03,5.692094360342e-03,6.079771275380e-03,69.428584
1056,-5.970123158620e-02,2.503554802649e-02,6.473805463477e-02,157.249393
1057,-7.678995699129e-03,-4.781719266763e-02,4.842985535349e-02,-99.123273
1058,2.777532294762e-02,4.095971025354e-02,4.948905362702e-02,55.858284
1059,3.860566453143e-02,1.130763284931e-03,3.862222105887e-02,1.677719
1060,-4.611630242685e-02,-1.016954215867e-02,4.722428334280e-02,-167.564196
1061,1.635180766828e-03,-1.237936594936e-02,1.248689382707e-02,-82.475405
1062,-3.800860828810e-02,1.795083500937e-03,3.805097408442e-02,177.296025
1063,-8.872101837107e-02,-5.746289158257e-03,8.890691165422e-02,-176.294239
1064,-5.116839066867e-03,3.392618119627e-02,3.430987922739e-02,98.576861
1065,-3.029626299450e-02,-1.260666729372e-01,1.296559662217e-01,-103.513034
1066,1.307901580799e-02,-7.968566037237e-03,1.531530930786e-02,-31.352424
1067,1.100828680338e-02,-4.859970350971e-02,4.983084947678e-02,-77.237331
1068,-3.592784612656e-03,-7.528899496617e-03,8.342207675615e-03,-115.510438
1069,2.398877371697e-02,-8.909000149605e-02,9.226315424377e-02,-74.929710
1070,1.217102216350e-02,2.855627659829e-03,1.250153549913e-02,13.204195
1071,-1.760818287252e-02,-8.117309394020e-03,1.938914170020e-02,-155.250467
1072,6.251054210682e-02,5.128786638957e-02,8.085798113534e-02,39.367764
1073,1.005933603082e-01,1.611012192498e-02,1.018752186085e-01,9.098709
1074,9.911693173234e-02,-8.818958608772e-03,9.950849303942e-02,-5.084520
1075,1.145063492349e-02,4.650071458958e-03,1.235881081352e-02,22.101936
1076,2.377631736804e-02,-8.802968274600e-03,2.535360956608e-02,-20.316620
1077,-4.636610860954e-02,2.114585966940e-03,4.641430276760e-02,177.388762
1078,-7.148773821658e-02,4.310689056432e-02,8.347874417747e-02,148.910150
1079,4.106767224421e-02,1.813777158933e-03,4.110770598246e-02,2.528857
1080,-8.661009946468e-02,1.869775244772e-02,8.860539078339e-02,167.817706
1081,2.244274067798e-02,7.158571840936e-02,7.502127491135e-02,72.593342
1082,1.076943357053e-02,-1.087705794064e-01,1.093024228635e-01,-84.345543
1083,-3.222273601971e-02,6.497686864683e-02,7.252791308002e-02,116.377313
1084,-1.136132594997e-02,-8.694867409357e-02,8.768780789809e-02,-97.444492
1085,7.378098625927e-02,-2.400310952580e-02,7.758726184302e-02,-18.021220
1086,4.062040688906e-02,7.556564073992e-02,8.579151191270e-02,61.739691
1087,5.206960232956e-02,-1.566767241509e-02,5.437572478290e-02,-16.746469
1088,-3.021070837234e-02,3.014773699826e-02,4.267988925097e-02,135.059776
1089,-1.680338381679e-02,-1.743577918455e-02,2.421487360006e-02,-133.941871
1090,6.915323552921e-03,-3.953807353778e-03,7.965820261113e-03,-29.758582
1091,4.186880681650e-02,-6.553918510086e-02,7.777134284505e-02,-57.428085
1092,4.628828585307e-02,-3.252868084521e-02,5.657491038212e-02,-35.097289
1093,2.728477010752e-02,-6.158597797172e-02,6.735941925636e-02,-66.104961
1094,-7.725816088164e-02,-4.998604467337e-02,9.201862901012e-02,-147.097125
1095,1.940436272913e-02,-5.614409704198e-03,2.020026953410e-02,-16.137139
1096,1.063296313931e-02,-1.461913372150e-02,1.807702895636e-02,-53.970407
1097,1.661416189048e-02,2.624310792960e-02,3.106012055881e-02,57.662644
1098,3.184579448410e-03,3.300021301696e-02,3.315351573255e-02,84.487923
1099,1.506638851473e-03,-2.259819694473e-02,2.264836563157e-02,-86.185692
1100,-6.631709220451e-02,-2.840917746968e-02,7.214594987222e-02,-156.810485
1101,5.169246672194e-02,1.149056793021e-02,5.295417138581e-02,12.532349
1102,8.896305101803e-02,6.311867265964e-03,8.918668126363e-02,4.058296
1103,3.013290670356e-02,1.220683738248e-02,3.251152019343e-02,22.052864
1104,4.769896198706e-02,6.624856942336e-03,4.815682406627e-02,7.907164
1105,1.405263499474e-02,1.056105570398e-02,1.757874989520e-02,36.926166
1106,-6.300658715339e-02,-1.044100486295e-02,6.386583286285e-02,-170.590855
1107,9.316666011573e-04,-6.017358197643e-02,6.018079403373e-02,-89.112961
1108,-1.271733620853e-02,1.349785384404e-02,1.854515296879e-02,133.294609
1109,4.785195763922e-02,1.992554074265e-02,5.183470867857e-02,22.606830
1110,4.040440548934e-02,3.237516142475e-02,5.177515871753e-02,38.704429
1111,-7.774859751536e-02,-5.356080305340e-02,9.441188505337e-02,-145.437146
1112,3.382176410961e-02,2.387207733891e-02,4.139792028545e-02,35.215208
1113,3.883103865706e-02,-3.074220066417e-02,4.952708819285e-02,-38.368358
1114,3.750245239469e-02,1.267027367826e-01,1.321363592802e-01,73.511894
1115,-6.259179373492e-02,5.964611874080e-02,8.646035000968e-02,136.380440
1116,4.390519471280e-02,-2.272716315052e-02,4.943875066827e-02,-27.367972
1117,-6.658176762334e-03,-2.234645880698e-02,2.331727983730e-02,-106.591542
1118,6.230205137830e-02,-4.621218224940e-03,6.247320436656e-02,-4.242113
1119,-3.372984316389e-03,1.110715791037e-02,1.160801361321e-02,106.892310
1120,6.352016701279e-02,-1.465547112689e-02,6.518891356115e-02,-12.992023
1121,-6.103291078201e-03,-1.215516609215e-02,1.360140524773e-02,-116.661913
1122,-4.242401685281e-03,-1.210073302026e-02,1.282285895138e-02,-109.320180
1123,1.377980229194e-02,4.480828637438e-02,4.687926491545e-02,72.905872
1124,1.472458652177e-01,1.642288194487e-02,1.481588872632e-01,6.364110
1125,-3.834460247883e-02,-2.853203510117e-02,4.779524627277e-02,-143.347241
1126,-3.081336315598e-02,1.962719596873e-02,3.653341170186e-02,147.504076
1127,1.313003464210e-01,-8.307877829167e-02,1.553765245226e-01,-32.323111
1128,1.449841134906e-02,5.840861404110e-04,1.451017188961e-02,2.306983
1129,1.052138111390e-02,1.969886703904e-02,2.233259553132e-02,61.892836
1130,7.091010824029e-03,-1.447396130016e-02,1.611762979550e-02,-63.899073
1131,-1.463914617160e-03,-5.200008102404e-03,5.402141267257e-03,-105.723058
1132,1.475286575705e-02,2.647135291214e-03,1.498847468209e-02,10.172444
1133,2.864876687549e-02,-1.625667810578e-02,3.293981521686e-02,-29.572646
1134,2.267320441949e-02,-4.582516102591e-02,5.112748362377e-02,-63.674885
1135,-7.285862214529e-04,4.106623296320e-03,4.170754461722e-03,100.060578
1136,-1.011981499875e-04,-5.677436456183e-03,5.678338293863e-03,-91.021167
1137,-2.158800908066e-02,-1.930915486726e-02,2.896352184653e-02,-138.189313
1138,-1.402953607690e-02,2.095091752519e-02,2.521445671991e-02,123.807778
1139,1.202140190796e-03,-5.193138535433e-03,5.330462352041e-03,-76.966384
1140,4.665818627866e-03,1.174321696486e-02,1.263617854226e-02,68.331070
1141,-5.999397360373e-03,6.006070283120e-02,6.035959570164e-02,95.704290
1142,3.625048686755e-03,-1.148780436956e-02,1.204618724803e-02,-72.486582
1143,-1.612608521511e-02,-8.015957960457e-03,1.800850372432e-02,-153.568938
1144,1.410027013325e-02,3.751748747568e-03,1.459086140348e-02,14.899837
1145,3.400934103065e-02,-2.856335606213e-02,4.441284258941e-02,-40.025824
1146,3.782761199055e-02,1.479192501548e-02,4.061685948681e-02,21.357244
1147,-2.716530851819e-02,-6.801620547467e-03,2.800385739430e-02,-165.943325
1148,-6.684854945758e-03,1.228131033323e-03,6.796733883332e-03,169.589797
1149,8.979568777006e-03,-1.121603808524e-01,1.125192591887e-01,-85.422658
1150,-2.663882796063e-02,-5.108315812929e-02,5.761177136297e-02,-117.541125
1151,-7.673304301562e-03,-1.912912012693e-02,2.061074563753e-02,-111.857306
1152,-1.496745591217e-02,-6.436323543247e-03,1.629266697739e-02,-156.731269
1153,-9.912709823477e-03,-1.597912243222e-02,1.880409981223e-02,-121.813554
1154,-1.904850124809e-02,8.024700251463e-02,8.247682591117e-02,103.353350
1155,-1.974082941411e-02,3.285980568170e-02,3.833362982286e-02,120.995729
1156,2.367546334019e-02,2.501292956202e-02,3.444087991976e-02,46.573515
1157,3.317002481408e-02,-1.824339540017e-02,3.785593773628e-02,-28.810637
1158,-1.304734458272e-02,1.688573289127e-03,1.315615750944e-02,172.625830
1159,9.039174334324e-03,-5.859878524455e-02,5.929185698545e-02,-81.230938
1160,-1.178428682259e-02,-2.353330063042e-02,2.631892198550e-02,-116.599392
1161,2.370265510492e-02,3.012349166388e-02,3.833067451854e-02,51.802579
1162,7.610548550334e-03,-1.074633062125e-01,1.077324585785e-01,-85.949078
1163,3.505294557428e-02,-9.240670911006e-03,3.625050333884e-02,-14.768342
1164,1.614427135618e-02,-2.269133922682e-02,2.784841779219e-02,-54.569183
1165,1.312619401531e-02,-7.164362420928e-02,7.283615763594e-02,-79.617696
1166,3.933569589797e-02,-2.366512818462e-02,4.590572147099e-02,-31.031943
1167,1.634268690793e-03,-1.542247965276e-01,1.542334551844e-01,-89.392878
1168,8.846058087367e-02,-2.133001675467e-02,9.099584596707e-02,-13.556640
1169,-2.490578160181e-02,-1.282810039190e-02,2.801531932465e-02,-152.748582
1170,-9.647050392378e-02,1.002127402558e-02,9.698960800212e-02,174.069434
1171,1.445845732289e-03,-3.767157207208e-02,3.769930784860e-02,-87.802050
1172,-7.590877241512e-03,2.716606346915e-03,8.062342546668e-03,160.308840
1173,-1.441123775527e-02,5.864969530791e-03,1.555897301354e-02,157.855056
1174,4.888490649967e-03,-2.521012512405e-02,2.567971474929e-02,-79.025978
1175,-1.243028428289e-01,-2.727133196810e-01,2.997061084910e-01,-114.503518
1176,-6.633300858372e-03,-1.275216058716e-02,1.437422275876e-02,-117.482132
1177,3.454184252829e-02,-1.318382075312e-01,1.362881207233e-01,-75.318406
1178,-1.946611957188e-03,-7.839166571465e-03,8.077241524620e-03,-103.945545
1179,9.311640286143e-03,-1.408783566002e-02,1.688708851171e-02,-56.536483
1180,-2.890093354751e-02,3.137167582060e-03,2.907070312799e-02,173.804856
1181,1.244270938684e-02,-2.488816286569e-02,2.782519843082e-02,-63.437476
1182,-2.675131719129e-02,3.093712638656e-02,4.089912909253e-02,130.849955
1183,-2.123965994427e-03,-1.055263223269e-02,1.076425931423e-02,-101.380079
1184,-8.353894496256e-02,1.125371876170e-01,1.401548212592e-01,126.587349
1185,1.941961434280e-02,1.321119697755e-02,2.348738271504e-02,34.227522
1186,-2.959101496798e-03,-5.831410818265e-02,5.838913850029e-02,-92.904936
1187,1.301236235097e-02,-1.238799665439e-03,1.307119728885e-02,-5.438268
1188,2.655848027770e-02,6.209113220132e-02,6.753267040998e-02,66.841964
1189,-1.155810180431e-02,3.492346175941e-02,3.678638197186e-02,108.312231
1190,8.268538936449e-03,-5.325237127673e-03,9.834982796605e-03,-32.782995
1191,-4.740289298629e-02,4.092978727186e-02,6.262812267336e-02,139.191199
1192,9.171833677625e-02,6.329426154086e-02,1.114379506497e-01,34.609319
1193,1.944759637391e-02,-9.955076409042e-03,2.184748386045e-02,-27.107561
1194,9.359949472158e-02,-3.307086979667e-02,9.927007525556e-02,-19.459495
1195,-6.630990235361e-03,-5.146523649896e-02,5.189066004008e-02,-97.341773
1196,4.196228925860e-03,7.557114729865e-03,8.643975950832e-03,60.957959
1197,-7.373382259307e-02,-2.203543293255e-01,2.323633083055e-01,-108.501004
1198,3.580420094636e-02,4.908285835300e-03,3.613906577720e-02,7.805844
1199,-1.437408084004e-01,1.956875294787e-01,2.428065674422e-01,126.298864
1200,8.614929066444e-02,-2.420444621234e-02,8.948494565250e-02,-15.693203
1201,-2.834683630751e-03,-1.331136485878e-02,1.360984444034e-02,-102.021683
1202,-9.309337195381e-03,2.188305684330e-02,2.378091536977e-02,113.045533
1203,7.209453145614e-02,-1.861720232103e-01,1.996437920199e-01,-68.831262
1204,1.427273143467e-01,2.159628693967e-01,2.588649207959e-01,56.539754
1205,9.540081338471e-02,3.154268397935e-02,1.004801279213e-01,18.295605
1206,-1.076549830638e-02,-3.574600671751e-02,3.733192936392e-02,-106.760539
1207,2.466708464026e-02,1.161189189586e-02,2.726354888951e-02,25.208448
1208,-1.116602550245e-02,-6.013109831354e-04,1.118220463146e-02,-176.917495
1209,-8.716944300192e-03,2.452932431721e-02,2.603215068702e-02,109.563600
1210,4.995242505737e-03,2.136696902855e-03,5.433039788718e-03,23.158642
1211,5.538725261824e-02,3.255588400154e-02,6.424666011333e-02,30.446441
1212,2.778479319762e-03,-3.143077212340e-03,4.195102107586e-03,-48.523327
1213,1.047053297637e-01,3.506132562867e-02,1.104196659829e-01,18.513489
1214,5.138931429362e-04,-2.556636175504e-02,2.557152595274e-02,-88.848489
1215,-5.760263042129e-03,-2.931348602185e-02,2.987408731773e-02,-101.117288
1216,1.077227088497e-02,1.191013810722e-02,1.605905382494e-02,47.871846
1217,4.051518108281e-03,8.407198472790e-02,8.416955159124e-02,87.240990
1218,7.974972059641e-02,-9.731743089674e-02,1.258201108390e-01,-50.666056
1219,1.058855912484e-01,6.663343491292e-02,1.251070464935e-01,32.182065
1220,2.382779561043e-02,1.280382304667e-02,2.704998573499e-02,28.251281
1221,3.394042463568e-01,3.169101155975e-01,4.643568281107e-01,43.037047
1222,2.542841583339e-02,3.428088971781e-03,2.565845135222e-02,7.677943
1223,-1.325269573880e-02,-6.936048027659e-02,7.061522618065e-02,-100.817117
1224,-1.643669910338e-02,-4.463539179853e-02,4.756556820247e-02,-110.215909
1225,-6.225808766356e-03,-1.486765229576e-02,1.611855389242e-02,-112.721431
1226,8.497068101453e-03,-2.740034454403e-02,2.868761139329e-02,-72.770915
1227,8.107346833176e-02,3.966569986866e-03,8.117044378838e-02,2.800998
1228,5.442572959286e-03,2.989588615888e-04,5.450777634253e-03,3.144080
1229,-4.071368935598e-02,2.333384585614e-02,4.692624919396e-02,150.182098
1230,-4.422455843275e-04,-9.286521942552e-03,9.297046356040e-03,-92.726497
1231,1.734502795760e-01,1.103070600901e-01,2.055544866714e-01,32.454639
1232,9.275285555235e-02,-1.312661761034e-02,9.367710661097e-02,-8.055149
1233,-8.552411681394e-02,-4.984431246630e-02,9.898904000971e-02,-149.765939
1234,-2.450087344789e-01,2.832192551648e-01,3.744895545500e-01,130.862592
1235,6.897376246480e-03,-1.947216698974e-02,2.065766410710e-02,-70.494979
1236,2.191966846153e-02,1.782506956417e-02,2.825252148802e-02,39.118002
1237,-1.338552526667e-02,4.399261018292e-05,1.338559755911e-02,179.811693
1238,-2.178141358800e-03,5.163644280436e-03,5.604241432504e-03,112.871112
1239,9.163487681243e-03,3.557306077917e-03,9.829747352617e-03,21.216430
1240,6.365909626287e-03,-4.737243766883e-03,7.935129732835e-03,-36.655081
1241,6.452690899499e-03,1.689858000925e-03,6.670295338871e-03,14.675292
1242,1.446692241119e-03,8.302364684144e-03,8.427465680086e-03,80.115420
1243,1.171108076417e-03,-4.114506120176e-04,1.241283904986e-03,-19.358132
1244,5.868447360066e-02,1.369839435850e-01,1.490250591071e-01,66.809513
1245,3.928899356327e-02,-4.425871491374e-02,5.918157535104e-02,-48.404150
1246,1.037208107944e-02,2.612566474465e-02,2.810925869297e-02,68.346558
1247,5.310321690884e-02,4.843550700314e-02,7.187454337050e-02,42.367980
1248,7.809063080577e-02,-2.988017637995e-03,7.814777584198e-02,-2.191266
1249,-1.736102335377e-02,-9.356980866274e-03,1.972202380138e-02,-151.676894
1250,2.356219473024e-03,-4.229095261111e-02,4.235653955366e-02,-86.811091
1251,-1.324131963258e-02,2.389947211041e-02,2.732246900938e-02,118.988309
1252,1.174023838303e-02,-3.394992434397e-03,1.222125897443e-02,-16.128588
1253,-3.319772560443e-03,-6.182003616354e-02,6.190910887029e-02,-93.073865
1254,2.091775782609e-03,5.161712501221e-03,5.569452564657e-03,67.939826
1255,-1.361762127040e-01,3.960862293774e-02,1.418196175338e-01,163.782241
1256,7.922944318467e-03,-6.687623229661e-03,1.036809293628e-02,-40.167146
1257,3.749229854504e-02,3.261151466700e-01,3.282632500567e-01,83.441701
1258,-2.690999618875e-02,1.582823422932e-02,3.121987978351e-02,149.536314
1259,-4.238709220512e-02,3.431680336345e-02,5.453722195612e-02,141.006195
1260,-2.725233735970e-01,1.618048527294e-01,3.169381635642e-01,149.301195
1261,-1.181255733745e-01,-8.509054561378e-02,1.455817709670e-01,-144.233295
1262,-1.062908895261e-02,-6.685267093510e-02,6.769237138052e-02,-99.033997
1263,4.962355744363e-03,1.295028839256e-03,5.128554789424e-03,14.626293
1264,-3.010261658834e-03,4.453816388058e-03,5.375700482094e-03,124.054117
1265,-1.716794108905e-02,-1.297646962311e-02,2.152038487380e-02,-142.916016
1266,1.985415531182e-02,1.226984804565e-02,2.333959413120e-02,31.716024
1267,3.664297714781e-02,7.834887869694e-03,3.747123219465e-02,12.069073
1268,1.084248414659e-01,-6.337740291837e-03,1.086099129864e-01,-3.345295
1269,1.582913015028e-02,-5.781303712198e-03,1.685184956992e-02,-20.063807
1270,-7.323590630728e-02,-1.430320667493e-01,1.606912259310e-01,-117.113553
1271,2.722741597378e-03,9.371339392984e-03,9.758858735763e-03,73.799347
1272,-1.256363766320e-01,9.177365100305e-02,1.555856746350e-01,143.852978
1273,1.230538609008e-02,6.006291368733e-03,1.369299320207e-02,26.017125
1274,-2.052952492985e-02,-1.195689336144e-02,2.375770806922e-02,-149.782440
1275,-1.796358737831e-02,9.990918685902e-03,2.055502195782e-02,150.918232
1276,1.091151870638e-01,2.470159257630e-01,2.700425737333e-01,66.167351
1277,5.195186312408e-02,-5.416927148989e-02,7.505535327882e-02,-46.197025
1278,5.567035416821e-03,-2.741763265979e-02,2.797710606906e-02,-78.522366
1279,-1.365395131431e-02,-4.420472964316e-02,4.626541374848e-02,-107.164866
1280,7.939119634344e-03,2.845712484820e-02,2.954382465413e-02,74.411679
1281,6.423248575115e-04,5.336269292917e-03,5.374788478546e-03,83.136349
1282,-4.438719277788e-03,2.076647843603e-02,2.123555639632e-02,102.065103
1283,-1.525960199300e-02,-3.521426396720e-03,1.566064803424e-02,-167.005455
1284,-3.720142314464e-02,1.648732515350e-02,4.069124936278e-02,156.097524
1285,8.768567855920e-03,-6.629127733172e-03,1.099241178025e-02,-37.089657
1286,2.233661354988e-01,-5.021770330423e-02,2.289415825333e-01,-12.670696
1287,5.235951936752e-02,4.139442281097e-02,6.674591753996e-02,38.329214
1288,3.593971878742e-02,5.824959376127e-02,6.844471170128e-02,58.325614
1289,4.361237441737e-01,3.849335485965e-01,5.817024643812e-01,41.432416
1290,-6.728526674183e-03,1.212763724455e-02,1.386912601214e-02,119.021923
1291,3.154834802878e-04,-6.780994794850e-03,6.788329708707e-03,-87.336254
1292,5.146612475887e-02,1.838131545601e-02,5.465011212787e-02,19.654374
1293,-2.054449424408e-02,3.150168284918e-02,3.760893864595e-02,123.111238
1294,2.564952298639e-03,-1.425335603259e-02,1.448230432238e-02,-79.798564
1295,2.817814804618e-03,1.487566610103e-02,1.514019558072e-02,79.273864
1296,-2.844314390263e-02,1.013638671155e-02,3.019534352564e-02,160.385273
1297,2.061280653878e-02,-7.822189769981e-03,2.204709609456e-02,-20.780854
1298,-4.099152575265e-03,1.546432615964e-02,1.599838852531e-02,104.846056
1299,6.481408521752e-02,2.200641335182e-02,6.844814001268e-02,18.753960
1300,7.274595790549e-03,1.047902386435e-02,1.275655459226e-02,55.231407
1301,-1.394248113063e-02,2.267939201180e-02,2.662231398851e-02,121.581717
1302,-1.111652536458e-01,7.528527388925e-02,1.342593984893e-01,145.892671
1303,3.311873913371e-02,-4.208792697667e-02,5.355599386624e-02,-51.801003
1304,-3.224611707184e-02,4.947197861057e-02,5.905327030618e-02,123.096537
1305,-1.757365341294e-02,3.037827843374e-02,3.509520045357e-02,120.049126
1306,-3.243075564645e-03,6.021840884113e-03,6.839598434965e-03,118.304782
1307,1.197032705749e-03,2.921284924552e-02,2.923736390888e-02,87.653547
1308,-7.505584879960e-02,-9.376050079085e-03,7.563921439382e-02,-172.879442
1309,7.648326066489e-03,-2.043586428178e-03,7.916636729620e-03,-14.959619
1310,3.064930534269e-02,-1.084398960667e-02,3.251110623431e-02,-19.484220
1311,-4.640986176090e-03,1.123874826026e-02,1.215928514116e-02,112.437939
1312,-1.483674716079e-02,-2.567897354851e-02,2.965701854230e-02,-120.018379
1313,-5.272733803650e-02,2.445418414660e-02,5.812210679846e-02,155.118805
1314,-3.404841781583e-02,-3.930808232252e-03,3.427456796402e-02,-173.414494
1315,-1.024799160174e-01,-2.048053902978e-02,1.045063905504e-01,-168.698370
1316,-7.894759706970e-03,-4.146093043086e-02,4.220587616699e-02,-100.780883
1317,1.188790772336e-02,9.760010988691e-03,1.538116265237e-02,39.386107
1318,1.938703345929e-03,-1.535384772316e-02,1.547576203518e-02,-82.803448
1319,5.772071192551e-03,3.970532060385e-03,7.005849748205e-03,34.523572
1320,-9.565099680684e-03,-1.490306840382e-02,1.770854538776e-02,-122.693193
1321,-3.006423298911e-02,-9.391684494384e-02,9.861151996308e-02,-107.750672
1322,1.232865409021e-02,-1.873053986023e-03,1.247012601823e-02,-8.638708
