point_index,x,y,z,abs_E,abs_H
803,1.000000e-01,-2.500000e-02,1.000000e-01,1.936329e+02,3.865986e-01
804,1.250000e-01,-2.500000e-02,1.000000e-01,1.949284e+02,3.966560e-01
805,1.500000e-01,-2.500000e-02,1.000000e-01,1.961985e+02,4.065825e-01
806,1.750000e-01,-2.500000e-02,1.000000e-01,1.974462e+02,4.163710e-01
807,2.000000e-01,-2.500000e-02,1.000000e-01,1.986745e+02,4.260140e-01
808,2.250000e-01,-2.500000e-02,1.000000e-01,1.998860e+02,4.355038e-01
809,2.500000e-01,-2.500000e-02,1.000000e-01,2.010833e+02,4.448320e-01
810,2.750000e-01,-2.500000e-02,1.000000e-01,2.022683e+02,4.539904e-01
811,3.000000e-01,-2.500000e-02,1.000000e-01,2.034429e+02,4.629700e-01
812,3.250000e-01,-2.500000e-02,1.000000e-01,2.046084e+02,4.717619e-01
813,3.500000e-01,-2.500000e-02,1.000000e-01,2.057659e+02,4.803566e-01
814,3.750000e-01,-2.500000e-02,1.000000e-01,2.069159e+02,4.887446e-01
815,4.000000e-01,-2.500000e-02,1.000000e-01,2.080586e+02,4.969160e-01
816,4.250000e-01,-2.500000e-02,1.000000e-01,2.091937e+02,5.048607e-01
817,4.500000e-01,-2.500000e-02,1.000000e-01,2.103204e+02,5.125682e-01
818,4.750000e-01,-2.500000e-02,1.000000e-01,2.114376e+02,5.200282e-01
819,5.000000e-01,-2.500000e-02,1.000000e-01,2.125435e+02,5.272297e-01
820,-5.000000e-01,0.000000e+00,1.000000e-01,1.451460e+02,1.115122e-01
821,-4.750000e-01,0.000000e+00,1.000000e-01,1.478591e+02,1.234948e-01
822,-4.500000e-01,0.000000e+00,1.000000e-01,1.505172e+02,1.354365e-01
823,-4.250000e-01,0.000000e+00,1.000000e-01,1.531163e+02,1.473361e-01
824,-4.000000e-01,0.000000e+00,1.000000e-01,1.556537e+02,1.591922e-01
825,-3.750000e-01,0.000000e+00,1.000000e-01,1.581269e+02,1.710034e-01
826,-3.500000e-01,0.000000e+00,1.000000e-01,1.605343e+02,1.827681e-01
827,-3.250000e-01,0.000000e+00,1.000000e-01,1.628750e+02,1.944845e-01
828,-3.000000e-01,0.000000e+00,1.000000e-01,1.651485e+02,2.061506e-01
829,-2.750000e-01,0.000000e+00,1.000000e-01,1.673547e+02,2.177643e-01
830,-2.500000e-01,0.000000e+00,1.000000e-01,1.694942e+02,2.293233e-01
831,-2.250000e-01,0.000000e+00,1.000000e-01,1.715679e+02,2.408249e-01
832,-2.000000e-01,0.000000e+00,1.000000e-01,1.735771e+02,2.522663e-01
833,-1.750000e-01,0.000000e+00,1.000000e-01,1.755234e+02,2.636444e-01
834,-1.500000e-01,0.000000e+00,1.000000e-01,1.774089e+02,2.749560e-01
835,-1.250000e-01,0.000000e+00,1.000000e-01,1.792358e+02,2.861973e-01
836,-1.000000e-01,0.000000e+00,1.000000e-01,1.810065e+02,2.973644e-01
837,-7.500000e-02,0.000000e+00,1.000000e-01,1.827238e+02,3.084530e-01
838,-5.000000e-02,0.000000e+00,1.000000e-01,1.843905e+02,3.194588e-01
839,-2.500000e-02,0.000000e+00,1.000000e-01,1.860096e+02,3.303768e-01
840,0.000000e+00,0.000000e+00,1.000000e-01,1.875842e+02,3.412018e-01
841,2.500000e-02,0.000000e+00,1.000000e-01,1.891175e+02,3.519283e-01
842,5.000000e-02,0.000000e+00,1.000000e-01,1.906126e+02,3.625506e-01
843,7.500000e-02,0.000000e+00,1.000000e-01,1.920726e+02,3.730624e-01
844,1.000000e-01,0.000000e+00,1.000000e-01,1.935007e+02,3.834573e-01
845,1.250000e-01,0.000000e+00,1.000000e-01,1.948998e+02,3.937284e-01
846,1.500000e-01,0.000000e+00,1.000000e-01,1.962728e+02,4.038686e-01
847,1.750000e-01,0.000000e+00,1.000000e-01,1.976223e+02,4.138703e-01
848,2.000000e-01,0.000000e+00,1.000000e-01,1.989510e+02,4.237258e-01
849,2.250000e-01,0.000000e+00,1.000000e-01,2.002610e+02,4.334269e-01
850,2.500000e-01,0.000000e+00,1.000000e-01,2.015544e+02,4.429651e-01
851,2.750000e-01,0.000000e+00,1.000000e-01,2.028327e+02,4.523317e-01
852,3.000000e-01,0.000000e+00,1.000000e-01,2.040975e+02,4.615176e-01
853,3.250000e-01,0.000000e+00,1.000000e-01,2.053496e+02,4.705134e-01
854,3.500000e-01,0.000000e+00,1.000000e-01,2.065897e+02,4.793096e-01
855,3.750000e-01,0.000000e+00,1.000000e-01,2.078180e+02,4.878962e-01
856,4.000000e-01,0.000000e+00,1.000000e-01,2.090345e+02,4.962631e-01
857,4.250000e-01,0.000000e+00,1.000000e-01,2.102383e+02,5.043999e-01
858,4.500000e-01,0.000000e+00,1.000000e-01,2.114286e+02,5.122961e-01
859,4.750000e-01,0.000000e+00,1.000000e-01,2.126038e+02,5.199409e-01
860,5.000000e-01,0.000000e+00,1.000000e-01,2.137620e+02,5.273233e-01
861,-5.000000e-01,2.500000e-02,1.000000e-01,1.432985e+02,1.044595e-01
862,-4.750000e-01,2.500000e-02,1.000000e-01,1.460245e+02,1.165497e-01
863,-4.500000e-01,2.500000e-02,1.000000e-01,1.487029e+02,1.286067e-01
864,-4.250000e-01,2.500000e-02,1.000000e-01,1.513294e+02,1.406291e-01
865,-4.000000e-01,2.500000e-02,1.000000e-01,1.539009e+02,1.526151e-01
866,-3.750000e-01,2.500000e-02,1.000000e-01,1.564147e+02,1.645631e-01
867,-3.500000e-01,2.500000e-02,1.000000e-01,1.588690e+02,1.764710e-01
868,-3.250000e-01,2.500000e-02,1.000000e-01,1.612623e+02,1.883368e-01
869,-3.000000e-01,2.500000e-02,1.000000e-01,1.635940e+02,2.001581e-01
870,-2.750000e-01,2.500000e-02,1.000000e-01,1.658638e+02,2.119325e-01
871,-2.500000e-01,2.500000e-02,1.000000e-01,1.680718e+02,2.236573e-01
872,-2.250000e-01,2.500000e-02,1.000000e-01,1.702188e+02,2.353295e-01
873,-2.000000e-01,2.500000e-02,1.000000e-01,1.723057e+02,2.469459e-01
874,-1.750000e-01,2.500000e-02,1.000000e-01,1.743339e+02,2.585031e-01
875,-1.500000e-01,2.500000e-02,1.000000e-01,1.763049e+02,2.699974e-01
876,-1.250000e-01,2.500000e-02,1.000000e-01,1.782208e+02,2.814248e-01
877,-1.000000e-01,2.500000e-02,1.000000e-01,1.800837e+02,2.927809e-01
878,-7.500000e-02,2.500000e-02,1.000000e-01,1.818959e+02,3.040613e-01
879,-5.000000e-02,2.500000e-02,1.000000e-01,1.836599e+02,3.152610e-01
880,-2.500000e-02,2.500000e-02,1.000000e-01,1.853784e+02,3.263748e-01
881,0.000000e+00,2.500000e-02,1.000000e-01,1.870541e+02,3.373972e-01
882,2.500000e-02,2.500000e-02,1.000000e-01,1.886896e+02,3.483224e-01
883,5.000000e-02,2.500000e-02,1.000000e-01,1.902878e+02,3.591441e-01
884,7.500000e-02,2.500000e-02,1.000000e-01,1.918515e+02,3.698559e-01
885,1.000000e-01,2.500000e-02,1.000000e-01,1.933831e+02,3.804509e-01
886,1.250000e-01,2.500000e-02,1.000000e-01,1.948855e+02,3.909220e-01
887,1.500000e-01,2.500000e-02,1.000000e-01,1.963609e+02,4.012617e-01
888,1.750000e-01,2.500000e-02,1.000000e-01,1.978116e+02,4.114621e-01
889,2.000000e-01,2.500000e-02,1.000000e-01,1.992398e+02,4.215152e-01
890,2.250000e-01,2.500000e-02,1.000000e-01,2.006473e+02,4.314124e-01
891,2.500000e-01,2.500000e-02,1.000000e-01,2.020356e+02,4.411451e-01
892,2.750000e-01,2.500000e-02,1.000000e-01,2.034059e+02,4.507042e-01
893,3.000000e-01,2.500000e-02,1.000000e-01,2.047594e+02,4.600803e-01
894,3.250000e-01,2.500000e-02,1.000000e-01,2.060966e+02,4.692638e-01
895,3.500000e-01,2.500000e-02,1.000000e-01,2.074177e+02,4.782448e-01
896,3.750000e-01,2.500000e-02,1.000000e-01,2.087227e+02,4.870132e-01
897,4.000000e-01,2.500000e-02,1.000000e-01,2.100111e+02,4.955586e-01
898,4.250000e-01,2.500000e-02,1.000000e-01,2.112819e+02,5.038704e-01
899,4.500000e-01,2.500000e-02,1.000000e-01,2.125338e+02,5.119378e-01
900,4.750000e-01,2.500000e-02,1.000000e-01,2.137652e+02,5.197499e-01
901,5.000000e-01,2.500000e-02,1.000000e-01,2.149739e+02,5.272954e-01
902,-5.000000e-01,5.000000e-02,1.000000e-01,1.414404e+02,9.775361e-02
903,-4.750000e-01,5.000000e-02,1.000000e-01,1.441808e+02,1.099482e-01
904,-4.500000e-01,5.000000e-02,1.000000e-01,1.468809e+02,1.221169e-01
905,-4.250000e-01,5.000000e-02,1.000000e-01,1.495365e+02,1.342579e-01
906,-4.000000e-01,5.000000e-02,1.000000e-01,1.521438e+02,1.463693e-01
907,-3.750000e-01,5.000000e-02,1.000000e-01,1.546999e+02,1.584490e-01
908,-3.500000e-01,5.000000e-02,1.000000e-01,1.572027e+02,1.704946e-01
909,-3.250000e-01,5.000000e-02,1.000000e-01,1.596505e+02,1.825038e-01
910,-3.000000e-01,5.000000e-02,1.000000e-01,1.620422e+02,1.944739e-01
911,-2.750000e-01,5.000000e-02,1.000000e-01,1.643773e+02,2.064020e-01
912,-2.500000e-01,5.000000e-02,1.000000e-01,1.666556e+02,2.182852e-01
913,-2.250000e-01,5.000000e-02,1.000000e-01,1.688775e+02,2.301200e-01
914,-2.000000e-01,5.000000e-02,1.000000e-01,1.710436e+02,2.419031e-01
915,-1.750000e-01,5.000000e-02,1.000000e-01,1.731550e+02,2.536305e-01
916,-1.500000e-01,5.000000e-02,1.000000e-01,1.752130e+02,2.652982e-01
917,-1.250000e-01,5.000000e-02,1.000000e-01,1.772192e+02,2.769019e-01
918,-1.000000e-01,5.000000e-02,1.000000e-01,1.791753e+02,2.884369e-01
919,-7.500000e-02,5.000000e-02,1.000000e-01,1.810833e+02,2.998982e-01
920,-5.000000e-02,5.000000e-02,1.000000e-01,1.829455e+02,3.112808e-01
921,-2.500000e-02,5.000000e-02,1.000000e-01,1.847639e+02,3.225789e-01
922,0.000000e+00,5.000000e-02,1.000000e-01,1.865410e+02,3.337867e-01
923,2.500000e-02,5.000000e-02,1.000000e-01,1.882791e+02,3.448980e-01
924,5.000000e-02,5.000000e-02,1.000000e-01,1.899805e+02,3.559064e-01
925,7.500000e-02,5.000000e-02,1.000000e-01,1.916476e+02,3.668049e-01
926,1.000000e-01,5.000000e-02,1.000000e-01,1.932826e+02,3.775865e-01
927,1.250000e-01,5.000000e-02,1.000000e-01,1.948877e+02,3.882436e-01
928,1.500000e-01,5.000000e-02,1.000000e-01,1.964649e+02,3.987684e-01
929,1.750000e-01,5.000000e-02,1.000000e-01,1.980160e+02,4.091529e-01
930,2.000000e-01,5.000000e-02,1.000000e-01,1.995427e+02,4.193885e-01
931,2.250000e-01,5.000000e-02,1.000000e-01,2.010464e+02,4.294666e-01
932,2.500000e-01,5.000000e-02,1.000000e-01,2.025283e+02,4.393781e-01
933,2.750000e-01,5.000000e-02,1.000000e-01,2.039892e+02,4.491136e-01
934,3.000000e-01,5.000000e-02,1.000000e-01,2.054299e+02,4.586636e-01
935,3.250000e-01,5.000000e-02,1.000000e-01,2.068504e+02,4.680182e-01
936,3.500000e-01,5.000000e-02,1.000000e-01,2.082508e+02,4.771673e-01
937,3.750000e-01,5.000000e-02,1.000000e-01,2.096307e+02,4.861005e-01
938,4.000000e-01,5.000000e-02,1.000000e-01,2.109891e+02,4.948071e-01
939,4.250000e-01,5.000000e-02,1.000000e-01,2.123249e+02,5.032765e-01
940,4.500000e-01,5.000000e-02,1.000000e-01,2.136366e+02,5.114975e-01
941,4.750000e-01,5.000000e-02,1.000000e-01,2.149223e+02,5.194590e-01
942,5.000000e-01,5.000000e-02,1.000000e-01,2.161795e+02,5.271497e-01
943,-5.000000e-01,7.500000e-02,1.000000e-01,1.395735e+02,9.140305e-02
944,-4.750000e-01,7.500000e-02,1.000000e-01,1.423299e+02,1.036989e-01
945,-4.500000e-01,7.500000e-02,1.000000e-01,1.450536e+02,1.159757e-01
946,-4.250000e-01,7.500000e-02,1.000000e-01,1.477399e+02,1.282314e-01
947,-4.000000e-01,7.500000e-02,1.000000e-01,1.503849e+02,1.404635e-01
948,-3.750000e-01,7.500000e-02,1.000000e-01,1.529853e+02,1.526698e-01
949,-3.500000e-01,7.500000e-02,1.000000e-01,1.555386e+02,1.648476e-01
950,-3.250000e-01,7.500000e-02,1.000000e-01,1.580427e+02,1.769941e-01
951,-3.000000e-01,7.500000e-02,1.000000e-01,1.604962e+02,1.891064e-01
952,-2.750000e-01,7.500000e-02,1.000000e-01,1.628984e+02,2.011813e-01
953,-2.500000e-01,7.500000e-02,1.000000e-01,1.652488e+02,2.132153e-01
954,-2.250000e-01,7.500000e-02,1.000000e-01,1.675472e+02,2.252048e-01
955,-2.000000e-01,7.500000e-02,1.000000e-01,1.697941e+02,2.371460e-01
956,-1.750000e-01,7.500000e-02,1.000000e-01,1.719903e+02,2.490347e-01
957,-1.500000e-01,7.500000e-02,1.000000e-01,1.741365e+02,2.608664e-01
958,-1.250000e-01,7.500000e-02,1.000000e-01,1.762341e+02,2.726365e-01
959,-1.000000e-01,7.500000e-02,1.000000e-01,1.782845e+02,2.843400e-01
960,-7.500000e-02,7.500000e-02,1.000000e-01,1.802893e+02,2.959716e-01
961,-5.000000e-02,7.500000e-02,1.000000e-01,1.822502e+02,3.075257e-01
962,-2.500000e-02,7.500000e-02,1.000000e-01,1.841692e+02,3.189964e-01
963,0.000000e+00,7.500000e-02,1.000000e-01,1.860480e+02,3.303775e-01
964,2.500000e-02,7.500000e-02,1.000000e-01,1.878888e+02,3.416625e-01
965,5.000000e-02,7.500000e-02,1.000000e-01,1.896933e+02,3.528446e-01
966,7.500000e-02,7.500000e-02,1.000000e-01,1.914636e+02,3.639165e-01
967,1.000000e-01,7.500000e-02,1.000000e-01,1.932015e+02,3.748709e-01
968,1.250000e-01,7.500000e-02,1.000000e-01,1.949087e+02,3.856999e-01
969,1.500000e-01,7.500000e-02,1.000000e-01,1.965868e+02,3.963954e-01
970,1.750000e-01,7.500000e-02,1.000000e-01,1.982372e+02,4.069490e-01
971,2.000000e-01,7.500000e-02,1.000000e-01,1.998612e+02,4.173520e-01
972,2.250000e-01,7.500000e-02,1.000000e-01,2.014599e+02,4.275953e-01
973,2.500000e-01,7.500000e-02,1.000000e-01,2.030339e+02,4.376697e-01
974,2.750000e-01,7.500000e-02,1.000000e-01,2.045839e+02,4.475656e-01
975,3.000000e-01,7.500000e-02,1.000000e-01,2.061100e+02,4.572731e-01
976,3.250000e-01,7.500000e-02,1.000000e-01,2.076121e+02,4.667821e-01
977,3.500000e-01,7.500000e-02,1.000000e-01,2.090899e+02,4.760823e-01
978,3.750000e-01,7.500000e-02,1.000000e-01,2.105426e+02,4.851630e-01
979,4.000000e-01,7.500000e-02,1.000000e-01,2.119691e+02,4.940135e-01
980,4.250000e-01,7.500000e-02,1.000000e-01,2.133680e+02,5.026227e-01
981,4.500000e-01,7.500000e-02,1.000000e-01,2.147374e+02,5.109795e-01
982,4.750000e-01,7.500000e-02,1.000000e-01,2.160753e+02,5.190725e-01
983,5.000000e-01,7.500000e-02,1.000000e-01,2.173791e+02,5.268903e-01
984,-5.000000e-01,1.000000e-01,1.000000e-01,1.376999e+02,8.541568e-02
985,-4.750000e-01,1.000000e-01,1.000000e-01,1.404741e+02,9.780972e-02
986,-4.500000e-01,1.000000e-01,1.000000e-01,1.432234e+02,1.101910e-01
987,-4.250000e-01,1.000000e-01,1.000000e-01,1.459425e+02,1.225572e-01
988,-4.000000e-01,1.000000e-01,1.000000e-01,1.486272e+02,1.349056e-01
989,-3.750000e-01,1.000000e-01,1.000000e-01,1.512739e+02,1.472334e-01
990,-3.500000e-01,1.000000e-01,1.000000e-01,1.538796e+02,1.595378e-01
991,-3.250000e-01,1.000000e-01,1.000000e-01,1.564420e+02,1.718156e-01
992,-3.000000e-01,1.000000e-01,1.000000e-01,1.589594e+02,1.840635e-01
993,-2.750000e-01,1.000000e-01,1.000000e-01,1.614306e+02,1.962780e-01
994,-2.500000e-01,1.000000e-01,1.000000e-01,1.638548e+02,2.084554e-01
995,-2.250000e-01,1.000000e-01,1.000000e-01,1.662315e+02,2.205916e-01
996,-2.000000e-01,1.000000e-01,1.000000e-01,1.685608e+02,2.326824e-01
997,-1.750000e-01,1.000000e-01,1.000000e-01,1.708431e+02,2.447233e-01
998,-1.500000e-01,1.000000e-01,1.000000e-01,1.730789e+02,2.567096e-01
999,-1.250000e-01,1.000000e-01,1.000000e-01,1.752691e+02,2.686361e-01
1000,-1.000000e-01,1.000000e-01,1.000000e-01,1.774147e+02,2.804977e-01
1001,-7.500000e-02,1.000000e-01,1.000000e-01,1.795170e+02,2.922886e-01
1002,-5.000000e-02,1.000000e-01,1.000000e-01,1.815773e+02,3.040029e-01
1003,-2.500000e-02,1.000000e-01,1.000000e-01,1.835972e+02,3.156344e-01
1004,0.000000e+00,1.000000e-01,1.000000e-01,1.855780e+02,3.271766e-01
1005,2.500000e-02,1.000000e-01,1.000000e-01,1.875214e+02,3.386226e-01
1006,5.000000e-02,1.000000e-01,1.000000e-01,1.894289e+02,3.499653e-01
1007,7.500000e-02,1.000000e-01,1.000000e-01,1.913020e+02,3.611972e-01
1008,1.000000e-01,1.000000e-01,1.000000e-01,1.931422e+02,3.723104e-01
1009,1.250000e-01,1.000000e-01,1.000000e-01,1.949507e+02,3.832970e-01
1010,1.500000e-01,1.000000e-01,1.000000e-01,1.967287e+02,3.941486e-01
1011,1.750000e-01,1.000000e-01,1.000000e-01,1.984773e+02,4.048563e-01
1012,2.000000e-01,1.000000e-01,1.000000e-01,2.001974e+02,4.154113e-01
1013,2.250000e-01,1.000000e-01,1.000000e-01,2.018895e+02,4.258042e-01
1014,2.500000e-01,1.000000e-01,1.000000e-01,2.035541e+02,4.360256e-01
1015,2.750000e-01,1.000000e-01,1.000000e-01,2.051913e+02,4.460655e-01
1016,3.000000e-01,1.000000e-01,1.000000e-01,2.068010e+02,4.559139e-01
1017,3.250000e-01,1.000000e-01,1.000000e-01,2.083827e+02,4.655604e-01
1018,3.500000e-01,1.000000e-01,1.000000e-01,2.099359e+02,4.749945e-01
1019,3.750000e-01,1.000000e-01,1.000000e-01,2.114594e+02,4.842054e-01
1020,4.000000e-01,1.000000e-01,1.000000e-01,2.129518e+02,4.931821e-01
1021,4.250000e-01,1.000000e-01,1.000000e-01,2.144116e+02,5.019135e-01
1022,4.500000e-01,1.000000e-01,1.000000e-01,2.158366e+02,5.103881e-01
1023,4.750000e-01,1.000000e-01,1.000000e-01,2.172246e+02,5.185945e-01
1024,5.000000e-01,1.000000e-01,1.000000e-01,2.185729e+02,5.265210e-01
1025,-5.000000e-01,1.250000e-01,1.000000e-01,1.358220e+02,7.979858e-02
1026,-4.750000e-01,1.250000e-01,1.000000e-01,1.386161e+02,9.228774e-02
1027,-4.500000e-01,1.250000e-01,1.000000e-01,1.413930e+02,1.047700e-01
1028,-4.250000e-01,1.250000e-01,1.000000e-01,1.441471e+02,1.172426e-01
1029,-4.000000e-01,1.250000e-01,1.000000e-01,1.468737e+02,1.297026e-01
1030,-3.750000e-01,1.250000e-01,1.000000e-01,1.495688e+02,1.421469e-01
1031,-3.500000e-01,1.250000e-01,1.000000e-01,1.522292e+02,1.545723e-01
1032,-3.250000e-01,1.250000e-01,1.000000e-01,1.548521e+02,1.669753e-01
1033,-3.000000e-01,1.250000e-01,1.000000e-01,1.574354e+02,1.793523e-01
1034,-2.750000e-01,1.250000e-01,1.000000e-01,1.599775e+02,1.916994e-01
1035,-2.500000e-01,1.250000e-01,1.000000e-01,1.624773e+02,2.040124e-01
1036,-2.250000e-01,1.250000e-01,1.000000e-01,1.649340e+02,2.162872e-01
1037,-2.000000e-01,1.250000e-01,1.000000e-01,1.673474e+02,2.285190e-01
1038,-1.750000e-01,1.250000e-01,1.000000e-01,1.697172e+02,2.407031e-01
1039,-1.500000e-01,1.250000e-01,1.000000e-01,1.720438e+02,2.528344e-01
1040,-1.250000e-01,1.250000e-01,1.000000e-01,1.743277e+02,2.649074e-01
1041,-1.000000e-01,1.250000e-01,1.000000e-01,1.765694e+02,2.769165e-01
1042,-7.500000e-02,1.250000e-01,1.000000e-01,1.787699e+02,2.888558e-01
1043,-5.000000e-02,1.250000e-01,1.000000e-01,1.809302e+02,3.007189e-01
1044,-2.500000e-02,1.250000e-01,1.000000e-01,1.830512e+02,3.124994e-01
1045,0.000000e+00,1.250000e-01,1.000000e-01,1.851341e+02,3.241903e-01
1046,2.500000e-02,1.250000e-01,1.000000e-01,1.871800e+02,3.357846e-01
1047,5.000000e-02,1.250000e-01,1.000000e-01,1.891901e+02,3.472747e-01
1048,7.500000e-02,1.250000e-01,1.000000e-01,1.911655e+02,3.586529e-01
1049,1.000000e-01,1.250000e-01,1.000000e-01,1.931071e+02,3.699111e-01
1050,1.250000e-01,1.250000e-01,1.000000e-01,1.950160e+02,3.810409e-01
1051,1.500000e-01,1.250000e-01,1.000000e-01,1.968928e+02,3.920337e-01
1052,1.750000e-01,1.250000e-01,1.000000e-01,1.987383e+02,4.028805e-01
1053,2.000000e-01,1.250000e-01,1.000000e-01,2.005529e+02,4.135720e-01
1054,2.250000e-01,1.250000e-01,1.000000e-01,2.023368e+02,4.240987e-01
1055,2.500000e-01,1.250000e-01,1.000000e-01,2.040902e+02,4.344509e-01
1056,2.750000e-01,1.250000e-01,1.000000e-01,2.058127e+02,4.446184e-01
1057,3.000000e-01,1.250000e-01,1.000000e-01,2.075040e+02,4.545909e-01
1058,3.250000e-01,1.250000e-01,1.000000e-01,2.091633e+02,4.643580e-01
1059,3.500000e-01,1.250000e-01,1.000000e-01,2.107897e+02,4.739088e-01
1060,3.750000e-01,1.250000e-01,1.000000e-01,2.123817e+02,4.832324e-01
1061,4.000000e-01,1.250000e-01,1.000000e-01,2.139379e+02,4.923176e-01
1062,4.250000e-01,1.250000e-01,1.000000e-01,2.154563e+02,5.011531e-01
1063,4.500000e-01,1.250000e-01,1.000000e-01,2.169347e+02,5.097275e-01
1064,4.750000e-01,1.250000e-01,1.000000e-01,2.183706e+02,5.180289e-01
1065,5.000000e-01,1.250000e-01,1.000000e-01,2.197612e+02,5.260459e-01
1066,-5.000000e-01,1.500000e-01,1.000000e-01,1.339421e+02,7.455803e-02
1067,-4.750000e-01,1.500000e-01,1.000000e-01,1.367584e+02,8.713929e-02
1068,-4.500000e-01,1.500000e-01,1.000000e-01,1.395653e+02,9.971897e-02
1069,-4.250000e-01,1.500000e-01,1.000000e-01,1.423568e+02,1.122940e-01
1070,-4.000000e-01,1.500000e-01,1.000000e-01,1.451277e+02,1.248610e-01
1071,-3.750000e-01,1.500000e-01,1.000000e-01,1.478737e+02,1.374168e-01
1072,-3.500000e-01,1.500000e-01,1.000000e-01,1.505910e+02,1.499576e-01
1073,-3.250000e-01,1.500000e-01,1.000000e-01,1.532765e+02,1.624797e-01
1074,-3.000000e-01,1.500000e-01,1.000000e-01,1.559278e+02,1.749791e-01
1075,-2.750000e-01,1.500000e-01,1.000000e-01,1.585429e+02,1.874516e-01
1076,-2.500000e-01,1.500000e-01,1.000000e-01,1.611203e+02,1.998928e-01
1077,-2.250000e-01,1.500000e-01,1.000000e-01,1.636588e+02,2.122980e-01
1078,-2.000000e-01,1.500000e-01,1.000000e-01,1.661576e+02,2.246623e-01
1079,-1.750000e-01,1.500000e-01,1.000000e-01,1.686165e+02,2.369805e-01
1080,-1.500000e-01,1.500000e-01,1.000000e-01,1.710351e+02,2.492471e-01
1081,-1.250000e-01,1.500000e-01,1.000000e-01,1.734137e+02,2.614565e-01
1082,-1.000000e-01,1.500000e-01,1.000000e-01,1.757524e+02,2.736026e-01
1083,-7.500000e-02,1.500000e-01,1.000000e-01,1.780517e+02,2.856792e-01
1084,-5.000000e-02,1.500000e-01,1.000000e-01,1.803122e+02,2.976797e-01
1085,-2.500000e-02,1.500000e-01,1.000000e-01,1.825345e+02,3.095971e-01
1086,0.000000e+00,1.500000e-01,1.000000e-01,1.847194e+02,3.214245e-01
1087,2.500000e-02,1.500000e-01,1.000000e-01,1.868676e+02,3.331542e-01
1088,5.000000e-02,1.500000e-01,1.000000e-01,1.889798e+02,3.447785e-01
1089,7.500000e-02,1.500000e-01,1.000000e-01,1.910567e+02,3.562894e-01
1090,1.000000e-01,1.500000e-01,1.000000e-01,1.930989e+02,3.676784e-01
1091,1.250000e-01,1.500000e-01,1.000000e-01,1.951070e+02,3.789370e-01
1092,1.500000e-01,1.500000e-01,1.000000e-01,1.970813e+02,3.900562e-01
1093,1.750000e-01,1.500000e-01,1.000000e-01,1.990222e+02,4.010268e-01
1094,2.000000e-01,1.500000e-01,1.000000e-01,2.009296e+02,4.118393e-01
1095,2.250000e-01,1.500000e-01,1.000000e-01,2.028036e+02,4.224839e-01
1096,2.500000e-01,1.500000e-01,1.000000e-01,2.046438e+02,4.329507e-01
1097,2.750000e-01,1.500000e-01,1.000000e-01,2.064496e+02,4.432292e-01
1098,3.000000e-01,1.500000e-01,1.000000e-01,2.082204e+02,4.533091e-01
1099,3.250000e-01,1.500000e-01,1.000000e-01,2.099550e+02,4.631796e-01
1100,3.500000e-01,1.500000e-01,1.000000e-01,2.116523e+02,4.728298e-01
1101,3.750000e-01,1.500000e-01,1.000000e-01,2.133106e+02,4.822485e-01
1102,4.000000e-01,1.500000e-01,1.000000e-01,2.149281e+02,4.914244e-01
1103,4.250000e-01,1.500000e-01,1.000000e-01,2.165028e+02,5.003461e-01
1104,4.500000e-01,1.500000e-01,1.000000e-01,2.180322e+02,5.090019e-01
1105,4.750000e-01,1.500000e-01,1.000000e-01,2.195137e+02,5.173801e-01
1106,5.000000e-01,1.500000e-01,1.000000e-01,2.209443e+02,5.254689e-01
1107,-5.000000e-01,1.750000e-01,1.000000e-01,1.320631e+02,6.969953e-02
1108,-4.750000e-01,1.750000e-01,1.000000e-01,1.349042e+02,8.236991e-02
1109,-4.500000e-01,1.750000e-01,1.000000e-01,1.377436e+02,9.504349e-02
1110,-4.250000e-01,1.750000e-01,1.000000e-01,1.405750e+02,1.077169e-01
1111,-4.000000e-01,1.750000e-01,1.000000e-01,1.433928e+02,1.203865e-01
1112,-3.750000e-01,1.750000e-01,1.000000e-01,1.461921e+02,1.330486e-01
1113,-3.500000e-01,1.750000e-01,1.000000e-01,1.489687e+02,1.456992e-01
1114,-3.250000e-01,1.750000e-01,1.000000e-01,1.517193e+02,1.583344e-01
1115,-3.000000e-01,1.750000e-01,1.000000e-01,1.544408e+02,1.709496e-01
1116,-2.750000e-01,1.750000e-01,1.000000e-01,1.571310e+02,1.835405e-01
1117,-2.500000e-01,1.750000e-01,1.000000e-01,1.597878e+02,1.961022e-01
1118,-2.250000e-01,1.750000e-01,1.000000e-01,1.624098e+02,2.086297e-01
1119,-2.000000e-01,1.750000e-01,1.000000e-01,1.649958e+02,2.211177e-01
1120,-1.750000e-01,1.750000e-01,1.000000e-01,1.675449e+02,2.335609e-01
1121,-1.500000e-01,1.750000e-01,1.000000e-01,1.700568e+02,2.459533e-01
1122,-1.250000e-01,1.750000e-01,1.000000e-01,1.725309e+02,2.582889e-01
1123,-1.000000e-01,1.750000e-01,1.000000e-01,1.749673e+02,2.705615e-01
1124,-7.500000e-02,1.750000e-01,1.000000e-01,1.773659e+02,2.827644e-01
1125,-5.000000e-02,1.750000e-01,1.000000e-01,1.797269e+02,2.948906e-01
1126,-2.500000e-02,1.750000e-01,1.000000e-01,1.820506e+02,3.069331e-01
1127,0.000000e+00,1.750000e-01,1.000000e-01,1.843373e+02,3.188844e-01
