point_index,x,y,z,abs_E,abs_H
1128,2.500000e-02,1.750000e-01,1.000000e-01,1.865873e+02,3.307367e-01
1129,5.000000e-02,1.750000e-01,1.000000e-01,1.888009e+02,3.424819e-01
1130,7.500000e-02,1.750000e-01,1.000000e-01,1.909785e+02,3.541117e-01
1131,1.000000e-01,1.750000e-01,1.000000e-01,1.931202e+02,3.656175e-01
1132,1.250000e-01,1.750000e-01,1.000000e-01,1.952262e+02,3.769904e-01
1133,1.500000e-01,1.750000e-01,1.000000e-01,1.972965e+02,3.882211e-01
1134,1.750000e-01,1.750000e-01,1.000000e-01,1.993310e+02,3.993003e-01
1135,2.000000e-01,1.750000e-01,1.000000e-01,2.013295e+02,4.102181e-01
1136,2.250000e-01,1.750000e-01,1.000000e-01,2.032916e+02,4.209646e-01
1137,2.500000e-01,1.750000e-01,1.000000e-01,2.052165e+02,4.315297e-01
1138,2.750000e-01,1.750000e-01,1.000000e-01,2.071034e+02,4.419027e-01
1139,3.000000e-01,1.750000e-01,1.000000e-01,2.089513e+02,4.520730e-01
1140,3.250000e-01,1.750000e-01,1.000000e-01,2.107589e+02,4.620298e-01
1141,3.500000e-01,1.750000e-01,1.000000e-01,2.125247e+02,4.717619e-01
1142,3.750000e-01,1.750000e-01,1.000000e-01,2.142468e+02,4.812580e-01
1143,4.000000e-01,1.750000e-01,1.000000e-01,2.159232e+02,4.905067e-01
1144,4.250000e-01,1.750000e-01,1.000000e-01,2.175517e+02,4.994965e-01
1145,4.500000e-01,1.750000e-01,1.000000e-01,2.191296e+02,5.082155e-01
1146,4.750000e-01,1.750000e-01,1.000000e-01,2.206542e+02,5.166520e-01
1147,5.000000e-01,1.750000e-01,1.000000e-01,2.221225e+02,5.247940e-01
1148,-5.000000e-01,2.000000e-01,1.000000e-01,1.301879e+02,6.522779e-02
1149,-4.750000e-01,2.000000e-01,1.000000e-01,1.330565e+02,7.798433e-02
1150,-4.500000e-01,2.000000e-01,1.000000e-01,1.359313e+02,9.074835e-02
1151,-4.250000e-01,2.000000e-01,1.000000e-01,1.388054e+02,1.035161e-01
1152,-4.000000e-01,2.000000e-01,1.000000e-01,1.416728e+02,1.162838e-01
1153,-3.750000e-01,2.000000e-01,1.000000e-01,1.445280e+02,1.290472e-01
1154,-3.500000e-01,2.000000e-01,1.000000e-01,1.473666e+02,1.418022e-01
1155,-3.250000e-01,2.000000e-01,1.000000e-01,1.501845e+02,1.545442e-01
1156,-3.000000e-01,2.000000e-01,1.000000e-01,1.529786e+02,1.672688e-01
1157,-2.750000e-01,2.000000e-01,1.000000e-01,1.557459e+02,1.799708e-01
1158,-2.500000e-01,2.000000e-01,1.000000e-01,1.584841e+02,1.926454e-01
1159,-2.250000e-01,2.000000e-01,1.000000e-01,1.611913e+02,2.052871e-01
1160,-2.000000e-01,2.000000e-01,1.000000e-01,1.638660e+02,2.178904e-01
1161,-1.750000e-01,2.000000e-01,1.000000e-01,1.665068e+02,2.304493e-01
1162,-1.500000e-01,2.000000e-01,1.000000e-01,1.691129e+02,2.429579e-01
1163,-1.250000e-01,2.000000e-01,1.000000e-01,1.716835e+02,2.554097e-01
1164,-1.000000e-01,2.000000e-01,1.000000e-01,1.742181e+02,2.677980e-01
1165,-7.500000e-02,2.000000e-01,1.000000e-01,1.767164e+02,2.801161e-01
1166,-5.000000e-02,2.000000e-01,1.000000e-01,1.791780e+02,2.923566e-01
1167,-2.500000e-02,2.000000e-01,1.000000e-01,1.816029e+02,3.045121e-01
1168,0.000000e+00,2.000000e-01,1.000000e-01,1.839910e+02,3.165749e-01
1169,2.500000e-02,2.000000e-01,1.000000e-01,1.863422e+02,3.285368e-01
1170,5.000000e-02,2.000000e-01,1.000000e-01,1.886564e+02,3.403896e-01
1171,7.500000e-02,2.000000e-01,1.000000e-01,1.909335e+02,3.521246e-01
1172,1.000000e-01,2.000000e-01,1.000000e-01,1.931734e+02,3.637330e-01
1173,1.250000e-01,2.000000e-01,1.000000e-01,1.953759e+02,3.752056e-01
1174,1.500000e-01,2.000000e-01,1.000000e-01,1.975405e+02,3.865329e-01
1175,1.750000e-01,2.000000e-01,1.000000e-01,1.996670e+02,3.977053e-01
1176,2.000000e-01,2.000000e-01,1.000000e-01,2.017545e+02,4.087128e-01
1177,2.250000e-01,2.000000e-01,1.000000e-01,2.038025e+02,4.195453e-01
1178,2.500000e-01,2.000000e-01,1.000000e-01,2.058098e+02,4.301923e-01
1179,2.750000e-01,2.000000e-01,1.000000e-01,2.077755e+02,4.406431e-01
1180,3.000000e-01,2.000000e-01,1.000000e-01,2.096981e+02,4.508870e-01
1181,3.250000e-01,2.000000e-01,1.000000e-01,2.115762e+02,4.609128e-01
1182,3.500000e-01,2.000000e-01,1.000000e-01,2.134078e+02,4.707093e-01
1183,3.750000e-01,2.000000e-01,1.000000e-01,2.151911e+02,4.802652e-01
1184,4.000000e-01,2.000000e-01,1.000000e-01,2.169238e+02,4.895688e-01
1185,4.250000e-01,2.000000e-01,1.000000e-01,2.186035e+02,4.986084e-01
1186,4.500000e-01,2.000000e-01,1.000000e-01,2.202274e+02,5.073724e-01
1187,4.750000e-01,2.000000e-01,1.000000e-01,2.217927e+02,5.158486e-01
1188,5.000000e-01,2.000000e-01,1.000000e-01,2.232961e+02,5.240253e-01
1189,-5.000000e-01,2.250000e-01,1.000000e-01,1.283197e+02,6.114670e-02
1190,-4.750000e-01,2.250000e-01,1.000000e-01,1.312189e+02,7.398651e-02
1191,-4.500000e-01,2.250000e-01,1.000000e-01,1.341321e+02,8.683755e-02
1192,-4.250000e-01,2.250000e-01,1.000000e-01,1.370519e+02,9.969578e-02
1193,-4.000000e-01,2.250000e-01,1.000000e-01,1.399717e+02,1.125570e-01
1194,-3.750000e-01,2.250000e-01,1.000000e-01,1.428857e+02,1.254167e-01
1195,-3.500000e-01,2.250000e-01,1.000000e-01,1.457888e+02,1.382705e-01
1196,-3.250000e-01,2.250000e-01,1.000000e-01,1.486767e+02,1.511135e-01
1197,-3.000000e-01,2.250000e-01,1.000000e-01,1.515456e+02,1.639407e-01
1198,-2.750000e-01,2.250000e-01,1.000000e-01,1.543922e+02,1.767470e-01
1199,-2.500000e-01,2.250000e-01,1.000000e-01,1.572138e+02,1.895268e-01
1200,-2.250000e-01,2.250000e-01,1.000000e-01,1.600079e+02,2.022746e-01
1201,-2.000000e-01,2.250000e-01,1.000000e-01,1.627727e+02,2.149844e-01
1202,-1.750000e-01,2.250000e-01,1.000000e-01,1.655064e+02,2.276500e-01
1203,-1.500000e-01,2.250000e-01,1.000000e-01,1.682077e+02,2.402651e-01
1204,-1.250000e-01,2.250000e-01,1.000000e-01,1.708755e+02,2.528229e-01
1205,-1.000000e-01,2.250000e-01,1.000000e-01,1.735089e+02,2.653165e-01
1206,-7.500000e-02,2.250000e-01,1.000000e-01,1.761070e+02,2.777387e-01
1207,-5.000000e-02,2.250000e-01,1.000000e-01,1.786692e+02,2.900819e-01
1208,-2.500000e-02,2.250000e-01,1.000000e-01,1.811950e+02,3.023384e-01
1209,0.000000e+00,2.250000e-01,1.000000e-01,1.836840e+02,3.145002e-01
1210,2.500000e-02,2.250000e-01,1.000000e-01,1.861355e+02,3.265589e-01
1211,5.000000e-02,2.250000e-01,1.000000e-01,1.885493e+02,3.385059e-01
1212,7.500000e-02,2.250000e-01,1.000000e-01,1.909247e+02,3.503324e-01
1213,1.000000e-01,2.250000e-01,1.000000e-01,1.932614e+02,3.620291e-01
1214,1.250000e-01,2.250000e-01,1.000000e-01,1.955586e+02,3.735868e-01
1215,1.500000e-01,2.250000e-01,1.000000e-01,1.978158e+02,3.849958e-01
1216,1.750000e-01,2.250000e-01,1.000000e-01,2.000320e+02,3.962461e-01
1217,2.000000e-01,2.250000e-01,1.000000e-01,2.022065e+02,4.073277e-01
1218,2.250000e-01,2.250000e-01,1.000000e-01,2.043380e+02,4.182300e-01
1219,2.500000e-01,2.250000e-01,1.000000e-01,2.064255e+02,4.289426e-01
1220,2.750000e-01,2.250000e-01,1.000000e-01,2.084673e+02,4.394547e-01
1221,3.000000e-01,2.250000e-01,1.000000e-01,2.104621e+02,4.497551e-01
1222,3.250000e-01,2.250000e-01,1.000000e-01,2.124079e+02,4.598327e-01
1223,3.500000e-01,2.250000e-01,1.000000e-01,2.143028e+02,4.696762e-01
1224,3.750000e-01,2.250000e-01,1.000000e-01,2.161446e+02,4.792741e-01
1225,4.000000e-01,2.250000e-01,1.000000e-01,2.179308e+02,4.886146e-01
1226,4.250000e-01,2.250000e-01,1.000000e-01,2.196590e+02,4.976860e-01
1227,4.500000e-01,2.250000e-01,1.000000e-01,2.213262e+02,5.064765e-01
1228,4.750000e-01,2.250000e-01,1.000000e-01,2.229294e+02,5.149741e-01
1229,5.000000e-01,2.250000e-01,1.000000e-01,2.244655e+02,5.231668e-01
1230,-5.000000e-01,2.500000e-01,1.000000e-01,1.264621e+02,5.745933e-02
1231,-4.750000e-01,2.500000e-01,1.000000e-01,1.293952e+02,7.037958e-02
1232,-4.500000e-01,2.500000e-01,1.000000e-01,1.323501e+02,8.331428e-02
1233,-4.250000e-01,2.500000e-01,1.000000e-01,1.353187e+02,9.625906e-02
1234,-4.000000e-01,2.500000e-01,1.000000e-01,1.382940e+02,1.092094e-01
1235,-3.750000e-01,2.500000e-01,1.000000e-01,1.412697e+02,1.221605e-01
1236,-3.500000e-01,2.500000e-01,1.000000e-01,1.442402e+02,1.351076e-01
1237,-3.250000e-01,2.500000e-01,1.000000e-01,1.472006e+02,1.480455e-01
1238,-3.000000e-01,2.500000e-01,1.000000e-01,1.501466e+02,1.609689e-01
1239,-2.750000e-01,2.500000e-01,1.000000e-01,1.530747e+02,1.738722e-01
1240,-2.500000e-01,2.500000e-01,1.000000e-01,1.559815e+02,1.867498e-01
1241,-2.250000e-01,2.500000e-01,1.000000e-01,1.588642e+02,1.995956e-01
1242,-2.000000e-01,2.500000e-01,1.000000e-01,1.617205e+02,2.124033e-01
1243,-1.750000e-01,2.500000e-01,1.000000e-01,1.645483e+02,2.251666e-01
1244,-1.500000e-01,2.500000e-01,1.000000e-01,1.673457e+02,2.378786e-01
1245,-1.250000e-01,2.500000e-01,1.000000e-01,1.701113e+02,2.505323e-01
1246,-1.000000e-01,2.500000e-01,1.000000e-01,1.728437e+02,2.631205e-01
1247,-7.500000e-02,2.500000e-01,1.000000e-01,1.755417e+02,2.756358e-01
1248,-5.000000e-02,2.500000e-01,1.000000e-01,1.782043e+02,2.880702e-01
1249,-2.500000e-02,2.500000e-01,1.000000e-01,1.808306e+02,3.004157e-01
1250,0.000000e+00,2.500000e-01,1.000000e-01,1.834196e+02,3.126640e-01
1251,2.500000e-02,2.500000e-01,1.000000e-01,1.859706e+02,3.248066e-01
1252,5.000000e-02,2.500000e-01,1.000000e-01,1.884826e+02,3.368345e-01
1253,7.500000e-02,2.500000e-01,1.000000e-01,1.909550e+02,3.487387e-01
1254,1.000000e-01,2.500000e-01,1.000000e-01,1.933867e+02,3.605097e-01
1255,1.250000e-01,2.500000e-01,1.000000e-01,1.957769e+02,3.721380e-01
1256,1.500000e-01,2.500000e-01,1.000000e-01,1.981245e+02,3.836136e-01
1257,1.750000e-01,2.500000e-01,1.000000e-01,2.004284e+02,3.949266e-01
1258,2.000000e-01,2.500000e-01,1.000000e-01,2.026874e+02,4.060665e-01
1259,2.250000e-01,2.500000e-01,1.000000e-01,2.049001e+02,4.170227e-01
1260,2.500000e-01,2.500000e-01,1.000000e-01,2.070650e+02,4.277846e-01
1261,2.750000e-01,2.500000e-01,1.000000e-01,2.091804e+02,4.383412e-01
1262,3.000000e-01,2.500000e-01,1.000000e-01,2.112445e+02,4.486812e-01
1263,3.250000e-01,2.500000e-01,1.000000e-01,2.132552e+02,4.587935e-01
1264,3.500000e-01,2.500000e-01,1.000000e-01,2.152105e+02,4.686665e-01
1265,3.750000e-01,2.500000e-01,1.000000e-01,2.171079e+02,4.782886e-01
1266,4.000000e-01,2.500000e-01,1.000000e-01,2.189449e+02,4.876481e-01
1267,4.250000e-01,2.500000e-01,1.000000e-01,2.207187e+02,4.967332e-01
1268,4.500000e-01,2.500000e-01,1.000000e-01,2.224264e+02,5.055320e-01
1269,4.750000e-01,2.500000e-01,1.000000e-01,2.240650e+02,5.140324e-01
1270,5.000000e-01,2.500000e-01,1.000000e-01,2.256310e+02,5.222225e-01
1271,-5.000000e-01,2.750000e-01,1.000000e-01,1.246190e+02,5.416796e-02
1272,-4.750000e-01,2.750000e-01,1.000000e-01,1.275895e+02,6.716586e-02
1273,-4.500000e-01,2.750000e-01,1.000000e-01,1.305895e+02,8.018090e-02
1274,-4.250000e-01,2.750000e-01,1.000000e-01,1.336103e+02,9.320840e-02
1275,-4.000000e-01,2.750000e-01,1.000000e-01,1.366444e+02,1.062435e-01
1276,-3.750000e-01,2.750000e-01,1.000000e-01,1.396848e+02,1.192811e-01
1277,-3.500000e-01,2.750000e-01,1.000000e-01,1.427254e+02,1.323161e-01
1278,-3.250000e-01,2.750000e-01,1.000000e-01,1.457610e+02,1.453429e-01
1279,-3.000000e-01,2.750000e-01,1.000000e-01,1.487866e+02,1.583560e-01
1280,-2.750000e-01,2.750000e-01,1.000000e-01,1.517983e+02,1.713495e-01
1281,-2.500000e-01,2.750000e-01,1.000000e-01,1.547922e+02,1.843172e-01
1282,-2.250000e-01,2.750000e-01,1.000000e-01,1.577651e+02,1.972529e-01
1283,-2.000000e-01,2.750000e-01,1.000000e-01,1.607143e+02,2.101501e-01
1284,-1.750000e-01,2.750000e-01,1.000000e-01,1.636371e+02,2.230018e-01
1285,-1.500000e-01,2.750000e-01,1.000000e-01,1.665314e+02,2.358012e-01
1286,-1.250000e-01,2.750000e-01,1.000000e-01,1.693952e+02,2.485408e-01
1287,-1.000000e-01,2.750000e-01,1.000000e-01,1.722268e+02,2.612131e-01
1288,-7.500000e-02,2.750000e-01,1.000000e-01,1.750246e+02,2.738104e-01
1289,-5.000000e-02,2.750000e-01,1.000000e-01,1.777872e+02,2.863245e-01
1290,-2.500000e-02,2.750000e-01,1.000000e-01,1.805132e+02,2.987470e-01
1291,0.000000e+00,2.750000e-01,1.000000e-01,1.832014e+02,3.110695e-01
1292,2.500000e-02,2.750000e-01,1.000000e-01,1.858506e+02,3.232831e-01
1293,5.000000e-02,2.750000e-01,1.000000e-01,1.884596e+02,3.353786e-01
1294,7.500000e-02,2.750000e-01,1.000000e-01,1.910272e+02,3.473468e-01
1295,1.000000e-01,2.750000e-01,1.000000e-01,1.935521e+02,3.591779e-01
1296,1.250000e-01,2.750000e-01,1.000000e-01,1.960332e+02,3.708623e-01
1297,1.500000e-01,2.750000e-01,1.000000e-01,1.984690e+02,3.823897e-01
1298,1.750000e-01,2.750000e-01,1.000000e-01,2.008582e+02,3.937500e-01
1299,2.000000e-01,2.750000e-01,1.000000e-01,2.031992e+02,4.049326e-01
1300,2.250000e-01,2.750000e-01,1.000000e-01,2.054904e+02,4.159268e-01
1301,2.500000e-01,2.750000e-01,1.000000e-01,2.077299e+02,4.267217e-01
1302,2.750000e-01,2.750000e-01,1.000000e-01,2.099160e+02,4.373061e-01
1303,3.000000e-01,2.750000e-01,1.000000e-01,2.120466e+02,4.476690e-01
1304,3.250000e-01,2.750000e-01,1.000000e-01,2.141194e+02,4.577987e-01
1305,3.500000e-01,2.750000e-01,1.000000e-01,2.161321e+02,4.676837e-01
1306,3.750000e-01,2.750000e-01,1.000000e-01,2.180822e+02,4.773125e-01
1307,4.000000e-01,2.750000e-01,1.000000e-01,2.199669e+02,4.866731e-01
1308,4.250000e-01,2.750000e-01,1.000000e-01,2.217834e+02,4.957538e-01
1309,4.500000e-01,2.750000e-01,1.000000e-01,2.235288e+02,5.045425e-01
1310,4.750000e-01,2.750000e-01,1.000000e-01,2.251997e+02,5.130273e-01
1311,5.000000e-01,2.750000e-01,1.000000e-01,2.267930e+02,5.211962e-01
1312,-5.000000e-01,3.000000e-01,1.000000e-01,1.227945e+02,5.127403e-02
1313,-4.750000e-01,3.000000e-01,1.000000e-01,1.258062e+02,6.434686e-02
1314,-4.500000e-01,3.000000e-01,1.000000e-01,1.288550e+02,7.743900e-02
1315,-4.250000e-01,3.000000e-01,1.000000e-01,1.319316e+02,9.054543e-02
1316,-4.000000e-01,3.000000e-01,1.000000e-01,1.350278e+02,1.036610e-01
1317,-3.750000e-01,3.000000e-01,1.000000e-01,1.381360e+02,1.167803e-01
1318,-3.500000e-01,3.000000e-01,1.000000e-01,1.412498e+02,1.298977e-01
1319,-3.250000e-01,3.000000e-01,1.000000e-01,1.443631e+02,1.430076e-01
1320,-3.000000e-01,3.000000e-01,1.000000e-01,1.474708e+02,1.561039e-01
1321,-2.750000e-01,3.000000e-01,1.000000e-01,1.505681e+02,1.691805e-01
1322,-2.500000e-01,3.000000e-01,1.000000e-01,1.536510e+02,1.822310e-01
1323,-2.250000e-01,3.000000e-01,1.000000e-01,1.567156e+02,1.952487e-01
1324,-2.000000e-01,3.000000e-01,1.000000e-01,1.597588e+02,2.082267e-01
1325,-1.750000e-01,3.000000e-01,1.000000e-01,1.627776e+02,2.211580e-01
1326,-1.500000e-01,3.000000e-01,1.000000e-01,1.657694e+02,2.340352e-01
1327,-1.250000e-01,3.000000e-01,1.000000e-01,1.687318e+02,2.468507e-01
1328,-1.000000e-01,3.000000e-01,1.000000e-01,1.716626e+02,2.595966e-01
1329,-7.500000e-02,3.000000e-01,1.000000e-01,1.745599e+02,2.722649e-01
1330,-5.000000e-02,3.000000e-01,1.000000e-01,1.774218e+02,2.848472e-01
1331,-2.500000e-02,3.000000e-01,1.000000e-01,1.802467e+02,2.973350e-01
1332,0.000000e+00,3.000000e-01,1.000000e-01,1.830330e+02,3.097193e-01
1333,2.500000e-02,3.000000e-01,1.000000e-01,1.857790e+02,3.219910e-01
1334,5.000000e-02,3.000000e-01,1.000000e-01,1.884833e+02,3.341409e-01
1335,7.500000e-02,3.000000e-01,1.000000e-01,1.911442e+02,3.461594e-01
1336,1.000000e-01,3.000000e-01,1.000000e-01,1.937603e+02,3.580366e-01
1337,1.250000e-01,3.000000e-01,1.000000e-01,1.963300e+02,3.697626e-01
1338,1.500000e-01,3.000000e-01,1.000000e-01,1.988517e+02,3.813270e-01
1339,1.750000e-01,3.000000e-01,1.000000e-01,2.013235e+02,3.927194e-01
1340,2.000000e-01,3.000000e-01,1.000000e-01,2.037438e+02,4.039292e-01
1341,2.250000e-01,3.000000e-01,1.000000e-01,2.061107e+02,4.149454e-01
1342,2.500000e-01,3.000000e-01,1.000000e-01,2.084220e+02,4.257570e-01
1343,2.750000e-01,3.000000e-01,1.000000e-01,2.106758e+02,4.363529e-01
1344,3.000000e-01,3.000000e-01,1.000000e-01,2.128698e+02,4.467216e-01
1345,3.250000e-01,3.000000e-01,1.000000e-01,2.150016e+02,4.568517e-01
1346,3.500000e-01,3.000000e-01,1.000000e-01,2.170686e+02,4.667315e-01
1347,3.750000e-01,3.000000e-01,1.000000e-01,2.190682e+02,4.763493e-01
1348,4.000000e-01,3.000000e-01,1.000000e-01,2.209975e+02,4.856932e-01
1349,4.250000e-01,3.000000e-01,1.000000e-01,2.228538e+02,4.947514e-01
1350,4.500000e-01,3.000000e-01,1.000000e-01,2.246337e+02,5.035119e-01
1351,4.750000e-01,3.000000e-01,1.000000e-01,2.263342e+02,5.119628e-01
1352,5.000000e-01,3.000000e-01,1.000000e-01,2.279518e+02,5.200920e-01
1353,-5.000000e-01,3.250000e-01,1.000000e-01,1.209930e+02,4.877817e-02
1354,-4.750000e-01,3.250000e-01,1.000000e-01,1.240500e+02,6.192328e-02
1355,-4.500000e-01,3.250000e-01,1.000000e-01,1.271515e+02,7.508933e-02
1356,-4.250000e-01,3.250000e-01,1.000000e-01,1.302876e+02,8.827099e-02
1357,-4.000000e-01,3.250000e-01,1.000000e-01,1.334494e+02,1.014627e-01
1358,-3.750000e-01,3.250000e-01,1.000000e-01,1.366288e+02,1.146589e-01
1359,-3.500000e-01,3.250000e-01,1.000000e-01,1.398186e+02,1.278536e-01
1360,-3.250000e-01,3.250000e-01,1.000000e-01,1.430124e+02,1.410406e-01
1361,-3.000000e-01,3.250000e-01,1.000000e-01,1.462045e+02,1.542139e-01
1362,-2.750000e-01,3.250000e-01,1.000000e-01,1.493896e+02,1.673667e-01
1363,-2.500000e-01,3.250000e-01,1.000000e-01,1.525631e+02,1.804925e-01
1364,-2.250000e-01,3.250000e-01,1.000000e-01,1.557209e+02,1.935842e-01
1365,-2.000000e-01,3.250000e-01,1.000000e-01,1.588593e+02,2.066348e-01
1366,-1.750000e-01,3.250000e-01,1.000000e-01,1.619748e+02,2.196366e-01
1367,-1.500000e-01,3.250000e-01,1.000000e-01,1.650644e+02,2.325822e-01
1368,-1.250000e-01,3.250000e-01,1.000000e-01,1.681255e+02,2.454636e-01
1369,-1.000000e-01,3.250000e-01,1.000000e-01,1.711553e+02,2.582728e-01
1370,-7.500000e-02,3.250000e-01,1.000000e-01,1.741516e+02,2.710012e-01
1371,-5.000000e-02,3.250000e-01,1.000000e-01,1.771121e+02,2.836404e-01
1372,-2.500000e-02,3.250000e-01,1.000000e-01,1.800348e+02,2.961814e-01
1373,0.000000e+00,3.250000e-01,1.000000e-01,1.829178e+02,3.086152e-01
1374,2.500000e-02,3.250000e-01,1.000000e-01,1.857591e+02,3.209325e-01
1375,5.000000e-02,3.250000e-01,1.000000e-01,1.885567e+02,3.331236e-01
1376,7.500000e-02,3.250000e-01,1.000000e-01,1.913090e+02,3.451788e-01
1377,1.000000e-01,3.250000e-01,1.000000e-01,1.940141e+02,3.570881e-01
1378,1.250000e-01,3.250000e-01,1.000000e-01,1.966699e+02,3.688413e-01
1379,1.500000e-01,3.250000e-01,1.000000e-01,1.992748e+02,3.804280e-01
1380,1.750000e-01,3.250000e-01,1.000000e-01,2.018265e+02,3.918374e-01
1381,2.000000e-01,3.250000e-01,1.000000e-01,2.043233e+02,4.030588e-01
1382,2.250000e-01,3.250000e-01,1.000000e-01,2.067628e+02,4.140812e-01
1383,2.500000e-01,3.250000e-01,1.000000e-01,2.091429e+02,4.248935e-01
1384,2.750000e-01,3.250000e-01,1.000000e-01,2.114612e+02,4.354843e-01
1385,3.000000e-01,3.250000e-01,1.000000e-01,2.137154e+02,4.458422e-01
1386,3.250000e-01,3.250000e-01,1.000000e-01,2.159028e+02,4.559557e-01
1387,3.500000e-01,3.250000e-01,1.000000e-01,2.180209e+02,4.658129e-01
1388,3.750000e-01,3.250000e-01,1.000000e-01,2.200668e+02,4.754022e-01
1389,4.000000e-01,3.250000e-01,1.000000e-01,2.220377e+02,4.847117e-01
1390,4.250000e-01,3.250000e-01,1.000000e-01,2.239304e+02,4.937296e-01
1391,4.500000e-01,3.250000e-01,1.000000e-01,2.257419e+02,5.024438e-01
1392,4.750000e-01,3.250000e-01,1.000000e-01,2.274688e+02,5.108425e-01
1393,5.000000e-01,3.250000e-01,1.000000e-01,2.291079e+02,5.189136e-01
1394,-5.000000e-01,3.500000e-01,1.000000e-01,1.192196e+02,4.668019e-02
1395,-4.750000e-01,3.500000e-01,1.000000e-01,1.223262e+02,5.989500e-02
1396,-4.500000e-01,3.500000e-01,1.000000e-01,1.254845e+02,7.313185e-02
1397,-4.250000e-01,3.500000e-01,1.000000e-01,1.286839e+02,8.638509e-02
1398,-4.000000e-01,3.500000e-01,1.000000e-01,1.319149e+02,9.964887e-02
1399,-3.750000e-01,3.500000e-01,1.000000e-01,1.351687e+02,1.129172e-01
1400,-3.500000e-01,3.500000e-01,1.000000e-01,1.384376e+02,1.261838e-01
1401,-3.250000e-01,3.500000e-01,1.000000e-01,1.417146e+02,1.394424e-01
1402,-3.000000e-01,3.500000e-01,1.000000e-01,1.449934e+02,1.526862e-01
1403,-2.750000e-01,3.500000e-01,1.000000e-01,1.482682e+02,1.659085e-01
1404,-2.500000e-01,3.500000e-01,1.000000e-01,1.515341e+02,1.791023e-01
1405,-2.250000e-01,3.500000e-01,1.000000e-01,1.547863e+02,1.922602e-01
1406,-2.000000e-01,3.500000e-01,1.000000e-01,1.580207e+02,2.053748e-01
1407,-1.750000e-01,3.500000e-01,1.000000e-01,1.612336e+02,2.184384e-01
1408,-1.500000e-01,3.500000e-01,1.000000e-01,1.644214e+02,2.314431e-01
1409,-1.250000e-01,3.500000e-01,1.000000e-01,1.675810e+02,2.443806e-01
1410,-1.000000e-01,3.500000e-01,1.000000e-01,1.707094e+02,2.572425e-01
1411,-7.500000e-02,3.500000e-01,1.000000e-01,1.738040e+02,2.700203e-01
1412,-5.000000e-02,3.500000e-01,1.000000e-01,1.768621e+02,2.827051e-01
1413,-2.500000e-02,3.500000e-01,1.000000e-01,1.798813e+02,2.952877e-01
1414,0.000000e+00,3.500000e-01,1.000000e-01,1.828594e+02,3.077588e-01
1415,2.500000e-02,3.500000e-01,1.000000e-01,1.857941e+02,3.201090e-01
1416,5.000000e-02,3.500000e-01,1.000000e-01,1.886832e+02,3.323283e-01
1417,7.500000e-02,3.500000e-01,1.000000e-01,1.915245e+02,3.444068e-01
1418,1.000000e-01,3.500000e-01,1.000000e-01,1.943160e+02,3.563343e-01
1419,1.250000e-01,3.500000e-01,1.000000e-01,1.970554e+02,3.681004e-01
1420,1.500000e-01,3.500000e-01,1.000000e-01,1.997406e+02,3.796946e-01
1421,1.750000e-01,3.500000e-01,1.000000e-01,2.023694e+02,3.911061e-01
1422,2.000000e-01,3.500000e-01,1.000000e-01,2.049394e+02,4.023238e-01
1423,2.250000e-01,3.500000e-01,1.000000e-01,2.074484e+02,4.133368e-01
1424,2.500000e-01,3.500000e-01,1.000000e-01,2.098940e+02,4.241336e-01
1425,2.750000e-01,3.500000e-01,1.000000e-01,2.122736e+02,4.347031e-01
1426,3.000000e-01,3.500000e-01,1.000000e-01,2.145846e+02,4.450336e-01
1427,3.250000e-01,3.500000e-01,1.000000e-01,2.168244e+02,4.551135e-01
1428,3.500000e-01,3.500000e-01,1.000000e-01,2.189902e+02,4.649310e-01
1429,3.750000e-01,3.500000e-01,1.000000e-01,2.210791e+02,4.744745e-01
1430,4.000000e-01,3.500000e-01,1.000000e-01,2.230880e+02,4.837321e-01
1431,4.250000e-01,3.500000e-01,1.000000e-01,2.250140e+02,4.926918e-01
1432,4.500000e-01,3.500000e-01,1.000000e-01,2.268538e+02,5.013417e-01
1433,4.750000e-01,3.500000e-01,1.000000e-01,2.286041e+02,5.096700e-01
1434,5.000000e-01,3.500000e-01,1.000000e-01,2.302616e+02,5.176648e-01
1435,-5.000000e-01,3.750000e-01,1.000000e-01,1.174793e+02,4.497907e-02
1436,-4.750000e-01,3.750000e-01,1.000000e-01,1.206400e+02,5.826108e-02
1437,-4.500000e-01,3.750000e-01,1.000000e-01,1.238595e+02,7.156569e-02
1438,-4.250000e-01,3.750000e-01,1.000000e-01,1.271263e+02,8.488694e-02
1439,-4.000000e-01,3.750000e-01,1.000000e-01,1.304301e+02,9.821866e-02
1440,-3.750000e-01,3.750000e-01,1.000000e-01,1.337618e+02,1.115545e-01
1441,-3.500000e-01,3.750000e-01,1.000000e-01,1.371128e+02,1.248880e-01
1442,-3.250000e-01,3.750000e-01,1.000000e-01,1.404755e+02,1.382123e-01
1443,-3.000000e-01,3.750000e-01,1.000000e-01,1.438433e+02,1.515205e-01
1444,-2.750000e-01,3.750000e-01,1.000000e-01,1.472098e+02,1.648056e-01
1445,-2.500000e-01,3.750000e-01,1.000000e-01,1.505694e+02,1.780601e-01
1446,-2.250000e-01,3.750000e-01,1.000000e-01,1.539172e+02,1.912764e-01
1447,-2.000000e-01,3.750000e-01,1.000000e-01,1.572485e+02,2.044469e-01
1448,-1.750000e-01,3.750000e-01,1.000000e-01,1.605591e+02,2.175635e-01
