element_index,cx,cy,cz,Re_J,Im_J,magnitude_J
2583,-7.922132382068e+01,-1.829557927129e+01,-5.550000000000e+01,1.330056645716e-01,-2.761869463811e+00,2.765070241773e+00
2584,-7.898580940785e+01,-1.622189480320e+01,-5.533333333333e+01,7.474332721504e-04,4.972813143621e-03,5.028670505978e-03
2585,-7.886082154593e+01,-1.415882066001e+01,-5.566666666667e+01,-7.353978941245e-04,-6.691542809697e-03,6.731831492001e-03
2586,-8.019252658478e+01,-1.398843458698e+01,-5.533333333333e+01,3.054985808847e-03,-8.274897934434e-03,8.820820490042e-03
2587,-7.998324157998e+01,-1.616853274139e+01,-5.566666666667e+01,1.263152977888e-03,-1.068944361533e-03,1.654749979182e-03
2588,-7.512828393505e+01,-1.702337263881e+01,-5.583333333333e+01,5.783761056751e-02,-7.855216838472e-01,7.876480844834e-01
2589,-7.512828393505e+01,-1.702337263881e+01,-5.516666666667e+01,4.590560944487e-02,-7.774798069000e-01,7.788338559126e-01
2590,-7.531035084644e+01,-1.738750646158e+01,-5.550000000000e+01,6.199287520545e-02,-5.015600945871e+00,5.015984047503e+00
2591,-7.494621702367e+01,-1.665923881604e+01,-5.550000000000e+01,8.746613586910e-02,-1.470426128839e+00,1.473025229009e+00
2592,-7.583741226570e+01,-1.486474682072e+01,-5.533333333333e+01,-5.195040522071e-03,-6.761035850786e-03,8.526432536623e-03
2593,-7.681964096342e+01,-1.325232173679e+01,-5.566666666667e+01,1.700699585959e-02,1.356567351746e-02,2.175466400914e-02
2594,-7.762435055671e+01,-1.392035546887e+01,-5.533333333333e+01,2.476968304310e-04,-3.313402502336e-03,3.322648019621e-03
2595,-7.651286742942e+01,-1.574496442091e+01,-5.566666666667e+01,-4.318051649550e-03,-6.434812980077e-03,7.749347594266e-03
2596,-7.164441956659e+01,-1.098922935581e+01,-5.550000000000e+01,3.503880058026e-01,-3.590876669694e+00,3.607931126222e+00
2597,-7.164441956659e+01,-1.150976319344e+01,-5.550000000000e+01,2.213708513730e-01,-2.202225362658e+00,2.213323654998e+00
2598,-7.164441956659e+01,-1.124949627462e+01,-5.516666666667e+01,6.165270383755e-01,-9.545445496784e+00,9.565335086714e+00
2599,-7.164441956659e+01,-1.124949627462e+01,-5.583333333333e+01,1.479844989113e-01,-1.896268072094e+00,1.902033651953e+00
2600,-7.349582675081e+01,-1.085909589640e+01,-5.533333333333e+01,-4.223887130061e-03,-6.714987134024e-03,7.932986492968e-03
2601,-7.534723393504e+01,-1.085909589640e+01,-5.566666666667e+01,1.114870515530e-03,-1.231774751133e-03,1.661386560656e-03
2602,-7.574938629629e+01,-1.163989665285e+01,-5.533333333333e+01,-1.557399576474e-02,9.012768285844e-03,1.799386940750e-02
2603,-7.369690293144e+01,-1.163989665285e+01,-5.566666666667e+01,4.117609839471e-04,-1.131235042818e-02,1.131984184155e-02
2604,-8.135327899650e+01,-1.054678476616e+01,-5.533333333333e+01,-1.484651556330e-02,-6.789119951108e+00,6.789136184343e+00
2605,-8.137306718644e+01,-1.047471073812e+01,-5.566666666667e+01,1.340365596872e-02,-5.876858875747e+00,5.876874160933e+00
2606,-8.671659164855e+01,-1.317785197839e+01,-5.550000000000e+01,1.225418622264e-01,-1.522856120485e+00,1.527778541444e+00
2607,-8.638684266940e+01,-1.365771997645e+01,-5.550000000000e+01,2.507045507038e-01,-2.515052240721e+00,2.527516675573e+00
2608,-8.655171715897e+01,-1.341778597742e+01,-5.516666666667e+01,2.145544651005e-01,-3.878730208428e+00,3.884659785395e+00
2609,-8.655171715897e+01,-1.341778597742e+01,-5.583333333333e+01,3.786803988064e-01,-5.515277158739e+00,5.528262021843e+00
2610,-8.466722207520e+01,-1.265267022067e+01,-5.533333333333e+01,-2.427450069805e-02,-2.101993676328e-02,3.211057653908e-02
2611,-8.303003872579e+01,-1.152765346538e+01,-5.566666666667e+01,5.612445183188e-03,4.159404603799e-03,6.985713105503e-03
2612,-8.317512118194e+01,-1.056765876418e+01,-5.533333333333e+01,8.324619944648e-04,5.293203516391e-03,5.358264312085e-03
2613,-8.498707503764e+01,-1.181277187152e+01,-5.566666666667e+01,-4.375787633746e-03,-5.417746219585e-03,6.964157631434e-03
2614,-8.166960495595e+01,-3.053964965931e+00,-5.550000000000e+01,1.062086183304e+00,-1.412024450708e+01,1.416013177906e+01
2615,-8.216414493226e+01,-3.053964965931e+00,-5.550000000000e+01,3.819058886620e-01,-3.706069879372e+00,3.725695379199e+00
2616,-8.191687494410e+01,-3.053964965931e+00,-5.583333333333e+01,2.121815924182e-01,-2.550097555382e+00,2.558909644776e+00
2617,-8.191687494410e+01,-3.053964965931e+00,-5.516666666667e+01,9.348734158350e-01,-1.413969616755e+01,1.417056794960e+01
2618,-8.159626680404e+01,-4.679201238681e+00,-5.533333333333e+01,-9.218347632957e-03,-8.242204211996e-03,1.236575365088e-02
2619,-8.090475368175e+01,-6.304437511431e+00,-5.566666666667e+01,3.502122358817e-03,-7.419829523051e-03,8.204799276476e-03
2620,-8.006440182052e+01,-6.149763375617e+00,-5.533333333333e+01,-9.304064188735e-03,-1.006885387695e-02,1.370939199321e-02
2621,-8.080518589120e+01,-4.601864170774e+00,-5.566666666667e+01,-7.539851458443e-03,-8.324985108583e-03,1.123186258256e-02
2622,-8.518024849811e+01,-5.408297953831e+00,-5.583333333333e+01,1.690750087342e-01,-4.614415551654e+00,4.617512018601e+00
2623,-8.518024849811e+01,-5.408297953831e+00,-5.516666666667e+01,2.379357273309e-02,-9.042161283394e-01,9.045291265916e-01
2624,-8.538842183126e+01,-5.730752469269e+00,-5.550000000000e+01,3.252226726329e-02,-8.973704456164e-01,8.979595840202e-01
2625,-8.497207516497e+01,-5.085843438393e+00,-5.550000000000e+01,1.850818379790e-01,-3.188179882019e+00,3.193547595835e+00
2626,-8.392724277623e+01,-6.711637533680e+00,-5.533333333333e+01,-4.639009889465e-02,-2.482667000599e-02,5.261563283893e-02
2627,-8.236197705463e+01,-7.531295340372e+00,-5.566666666667e+01,1.491872073249e-02,-2.206605588075e-02,2.663604795059e-02
2628,-8.176482320577e+01,-6.927987916345e+00,-5.533333333333e+01,1.573121726327e-02,-2.306734073115e-02,2.792084176724e-02
2629,-8.331640585208e+01,-5.926302048510e+00,-5.566666666667e+01,-6.737856443381e-03,-6.464911174863e-03,9.337761292220e-03
2630,-8.701402551212e+01,-9.508634388963e+00,-5.550000000000e+01,5.374050398922e-02,-1.266281023135e+00,1.267420873791e+00
2631,-8.705173773014e+01,-8.886065937361e+00,-5.550000000000e+01,3.561085427407e-02,-1.270849048278e+00,1.271347881758e+00
2632,-8.703288162113e+01,-9.197350163162e+00,-5.516666666667e+01,2.292192454012e-02,-2.102187247432e+00,2.102312212278e+00
2633,-8.703288162113e+01,-9.197350163162e+00,-5.583333333333e+01,6.990211895848e-02,-2.612964521112e+00,2.613899365857e+00
2634,-8.512412074716e+01,-9.550366220186e+00,-5.533333333333e+01,-2.136826083534e-02,-2.483688391621e-02,3.276390351888e-02
2635,-8.324364403670e+01,-9.436455938507e+00,-5.566666666667e+01,1.167512272888e-02,-7.430202983034e-03,1.383894530314e-02
2636,-8.288486281690e+01,-8.477443372863e+00,-5.533333333333e+01,7.171909280175e-03,-3.392635489966e-03,7.933867801447e-03
2637,-8.497301430078e+01,-8.603933598662e+00,-5.566666666667e+01,-6.679118910361e-03,-8.201633198801e-03,1.057721213489e-02
2638,-8.137185135254e+01,-9.599894325258e+00,3.299179424729e+01,5.023341078825e-03,-1.363962815910e-01,1.364887526042e-01
2639,-8.137185135254e+01,-1.024399809160e+01,3.299179424729e+01,8.704966668259e-02,-1.754849817754e-01,1.958893138951e-01
2640,-8.109238520202e+01,-1.082431553278e+01,3.365846091396e+01,1.657556643352e-01,-2.897622506379e-01,3.338219617609e-01
2641,-8.109238520202e+01,-9.019576884082e+00,3.365846091396e+01,-3.007044851806e-02,-1.084610561827e-01,1.125523548503e-01
2642,-7.734480241632e+01,-9.019581028795e+00,3.268088236970e+01,-3.559937092862e-02,-9.561029998441e-02,1.020227654674e-01
2643,-7.713884687301e+01,-9.921946870982e+00,3.234069202160e+01,-1.859155563982e-03,-1.081968723523e-01,1.082128441832e-01
2644,-7.734479183536e+01,-1.082430427485e+01,3.268100792923e+01,1.760130803528e-02,-1.515599231331e-01,1.525785579453e-01
2645,-7.968156399900e+01,-7.894381915282e+00,3.366520114861e+01,1.083004067701e-02,-1.150025389985e-01,1.155113576977e-01
2646,-8.051547864892e+01,-8.295974044937e+00,3.332366206257e+01,-2.703705639067e-02,-4.660042156883e-02,5.387579891440e-02
2647,-7.875561302813e+01,-1.194958088354e+01,3.267511475902e+01,3.492469421609e-02,-8.752220687351e-02,9.423306724339e-02
2648,-7.968120340843e+01,-1.194959280402e+01,3.233479885139e+01,1.090757987956e-02,-6.015868959885e-02,6.113953903228e-02
2649,-7.792188925958e+01,-8.295936353417e+00,3.234019034810e+01,-5.274429616877e-02,-1.769674869803e-01,1.846603699402e-01
2650,-7.792187867862e+01,-1.154794762512e+01,3.234031590763e+01,2.922582061832e-02,-1.700245558088e-01,1.725181096836e-01
2651,-8.051511805836e+01,-1.154800067437e+01,3.332659309868e+01,-5.338689695818e-02,-1.340727348254e-01,1.443109801449e-01
2652,-8.051511805836e+01,-1.154800067437e+01,3.265992643201e+01,-4.776713358565e-02,-9.367727897386e-02,1.051528965219e-01
2653,-7.875598419965e+01,-7.894385397443e+00,3.333872483005e+01,2.478619439710e-02,-1.482133644762e-01,1.502716102331e-01
2654,-7.875598419965e+01,-7.894385397443e+00,3.267205816338e+01,3.317222891454e-02,-3.757302496445e-01,3.771917513269e-01
2655,-8.109238520202e+01,-1.082431553278e+01,3.232512758062e+01,-4.676539413984e-02,-2.027993355477e-01,2.081215332147e-01
2656,-8.109238520202e+01,-9.019576884082e+00,3.232512758062e+01,-2.884970140988e-03,-1.017442660497e-01,1.017851596585e-01
2657,-8.051547864892e+01,-8.295974044937e+00,3.265699539590e+01,-1.149212703463e-02,-9.308038306573e-02,9.378713502098e-02
2658,-7.968156399900e+01,-7.894381915282e+00,3.233186781528e+01,1.117980512882e-02,-1.481133433442e-01,1.485346778343e-01
2659,-7.875561302813e+01,-1.194958088354e+01,3.334178142568e+01,7.712739693874e-02,-1.397558497353e-01,1.596256022503e-01
2660,-7.792187867862e+01,-1.154794762512e+01,3.367364924096e+01,5.597427084628e-02,-1.395586824748e-01,1.503653711826e-01
2661,-7.734479183536e+01,-1.082430427485e+01,3.334767459589e+01,2.951510926481e-02,-1.490155238299e-01,1.519103946977e-01
2662,-7.734480241632e+01,-9.019581028795e+00,3.334754903637e+01,-5.240910093404e-02,-1.401312732952e-01,1.496111212981e-01
2663,-7.713884687301e+01,-9.921946870982e+00,3.367402535493e+01,-6.910702353921e-03,-9.532042737874e-02,9.557061097790e-02
2664,-7.968120340843e+01,-1.194959280402e+01,3.366813218472e+01,1.761018157021e-03,-4.046268669501e-02,4.050099010553e-02
2665,-7.792188925958e+01,-8.295936353417e+00,3.367352368144e+01,-2.864086193184e-02,-1.383064399481e-01,1.412408237845e-01
2666,-7.788110073997e+01,-9.921946208430e+00,3.400000000000e+01,2.927297438342e-02,-8.120538180481e-03,3.037844909789e-02
2667,-7.838468134248e+01,-1.096764210443e+01,3.400000000000e+01,2.257315492924e-02,-1.673121052668e-02,2.809769971274e-02
2668,-7.951621668513e+01,-1.122590766243e+01,3.400000000000e+01,-3.214862126784e-02,-2.909175973857e-04,3.214993751894e-02
2669,-7.838468134248e+01,-8.876250312430e+00,3.400000000000e+01,4.896464212202e-02,-6.107087702825e-02,7.827635785559e-02
2670,-8.042363757580e+01,-1.050226364961e+01,3.400000000000e+01,-9.418707775948e-03,-5.722244561091e-02,5.799241620990e-02
2671,-7.951621668513e+01,-8.617984754428e+00,3.400000000000e+01,1.304573031327e-02,-1.262039747504e-02,1.815118486035e-02
