element_index,cx,cy,cz,Re_J,Im_J,magnitude_J
707,-9.004671117236e+01,3.000000000000e+01,-7.662752141117e+00,7.457480610839e-05,2.859537484589e-05,7.986925045774e-05
708,-5.110055121619e+01,3.000000000000e+01,-1.192508515616e+01,5.854222828223e-05,-6.527729954907e-05,8.768305610931e-05
709,-5.098173426007e+01,3.000000000000e+01,-3.098847409537e+00,-1.119003142830e-04,4.540788829353e-05,1.207623975247e-04
710,-9.112896469283e+01,3.000000000000e+01,-2.480872514986e+01,-1.118758920719e-04,8.230218656197e-05,1.388879589445e-04
711,-9.103435228184e+01,3.000000000000e+01,9.389493247957e+00,-5.700529915498e-05,-1.068435602772e-04,1.210997543534e-04
712,-8.532000483364e+01,3.000000000000e+01,-3.083218492578e+01,-8.103524348971e-05,-2.341611080341e-04,2.477864709850e-04
713,-2.940054203974e+01,3.000000000000e+01,9.319911736340e+00,2.732764064564e-04,-8.815405859655e-04,9.229267571319e-04
714,-8.522539242265e+01,3.000000000000e+01,1.541295302388e+01,-1.659658860037e-04,-1.306851336377e-04,2.112422293740e-04
715,-3.520950189893e+01,3.000000000000e+01,1.534337151226e+01,-1.137893067621e-04,-1.231695374973e-04,1.676864374382e-04
716,-6.021002754032e+01,3.000000000000e+01,1.450172760755e+00,-8.505489987699e-08,-4.934846707853e-06,4.935579638300e-06
717,-6.037909960328e+01,3.000000000000e+01,-1.626161236834e+01,1.548903871413e-04,-4.025544357527e-04,4.313248262886e-04
718,-3.461701122436e+01,3.000000000000e+01,2.847220724615e-01,-1.196432740036e-04,-5.908353393376e-05,1.334367902657e-04
719,-3.462982091512e+01,3.000000000000e+01,-1.564701658623e+01,-6.898758075200e-04,-6.375537157388e-05,6.928155434211e-04
720,-4.410290554679e+01,3.000000000000e+01,-2.598509389017e+01,5.255501842725e-05,-2.282632987350e-04,2.342352738408e-04
721,-7.657918296859e+01,3.000000000000e+01,-2.613352247408e+01,6.136500834865e-05,-1.075653403507e-05,6.230062017410e-05
722,-7.643431545076e+01,3.000000000000e+01,1.092678353029e+01,-1.895885610515e-04,-1.146865656319e-04,2.215780467872e-04
723,-7.739788049614e+01,3.000000000000e+01,-1.707917509604e+01,-8.069301268518e-05,3.832346466119e-05,8.933112693708e-05
724,-4.337878822534e+01,3.000000000000e+01,1.784612403100e+00,7.572934936085e-04,-2.818889482254e-04,8.080561951952e-04
725,-7.725301297831e+01,3.000000000000e+01,1.910751580570e+00,3.122697476711e-04,-7.723579872102e-04,8.330961863542e-04
726,-4.351041487222e+01,3.000000000000e+01,-1.694990422630e+01,-2.592436461688e-05,-6.805399738750e-05,7.282457855152e-05
727,-8.613870236119e+01,3.000000000000e+01,-1.575437777182e+01,5.020118930084e-05,-1.215888011456e-04,1.315446539059e-04
728,-8.604408995019e+01,3.000000000000e+01,3.734612982376e-01,-1.741734308219e-05,2.760536621479e-05,3.264077333483e-05
729,-4.397127889991e+01,3.000000000000e+01,1.081980206698e+01,-1.670964768671e-04,7.582776663815e-05,1.834968195221e-04
730,-5.312425448969e+01,3.500000000000e+01,-3.478747884691e+01,7.472844758299e-05,1.469575214325e-04,1.648661699189e-04
731,-7.875652832473e+01,3.779462782549e+01,-3.478747884691e+01,-1.837222742219e-04,2.158959908609e-06,1.837349589849e-04
732,-4.669029463050e+01,4.000000000000e+01,-3.478747884691e+01,-4.084364828340e-04,4.448284338843e-05,4.108516567640e-04
733,-6.992613406725e+01,3.500000000000e+01,-3.478747884691e+01,2.438328483350e-05,7.415711390115e-05,7.806293692541e-05
734,-6.286717420806e+01,4.000000000000e+01,-3.478747884691e+01,-3.040351847930e-04,-2.307304893996e-04,3.816725721488e-04
735,-3.388664498252e+01,3.250000000000e+01,-3.478747884691e+01,4.475623290121e-04,-1.414329711522e-04,4.693775917954e-04
736,-9.151721499607e+01,3.956239477846e+01,-3.478747884691e+01,4.334476442437e-04,1.554114431362e-04,4.604666947327e-04
737,-3.326164498252e+01,4.250000000000e+01,-3.478747884691e+01,9.682777408904e-04,2.322457427003e-04,9.957408641340e-04
738,-2.807768512333e+01,3.750000000000e+01,-3.478747884691e+01,-1.206699503511e-03,-7.669299517643e-04,1.429792027774e-03
739,-3.907060484171e+01,3.750000000000e+01,-3.478747884691e+01,-1.578579010497e-04,-2.196624828032e-04,2.705008748139e-04
740,-8.901721499607e+01,4.206239477846e+01,-3.478747884691e+01,-3.957951516564e-04,-9.170662084126e-04,9.988314335698e-04
741,-9.224944804311e+01,3.529462782549e+01,-3.478747884691e+01,-8.657778508257e-04,-6.289075064354e-04,1.070091556191e-03
742,-8.644048818392e+01,3.279462782549e+01,-3.478747884691e+01,-1.334308581794e-04,-1.295026721162e-04,1.859428299229e-04
743,-8.206548818392e+01,4.279462782549e+01,-3.478747884691e+01,-1.541133647559e-04,-2.810733275720e-05,1.566555180998e-04
744,-9.026144903789e+01,4.407746578424e+01,-3.877002797701e+01,2.756043434936e-03,-6.657428411107e-03,7.205354152591e-03
745,-9.411443928825e+01,4.022447553388e+01,-3.877002797701e+01,-2.244813733848e-03,-7.626418800867e-03,7.949934114563e-03
746,-9.411443928825e+01,4.022447553388e+01,-3.559470016464e+01,-2.579182867248e-03,-6.754699865398e-03,7.230363374984e-03
747,-9.026144903789e+01,4.407746578424e+01,-3.559470016464e+01,1.046449845718e-03,-1.345802963297e-02,1.349865248392e-02
748,-9.202921599086e+01,4.334523273721e+01,-3.718236407082e+01,-1.211356111164e-03,-6.655026237416e-03,6.764374165342e-03
749,-9.484667233529e+01,3.845670858091e+01,-3.718236407082e+01,-1.931702805582e-03,-1.512161865501e-03,2.453183490196e-03
750,-9.338220624122e+01,4.199224248685e+01,-3.718236407082e+01,-1.300181258771e-03,-6.604333160237e-03,6.731098557967e-03
751,-8.849368208492e+01,4.480969883128e+01,-3.718236407082e+01,-1.888120747087e-03,-6.655503248615e-03,6.918144509036e-03
752,-2.524943057519e+01,3.778095798573e+01,2.726848147502e+01,-1.656552527825e-02,-4.334869162083e-01,4.338033231218e-01
753,-2.524943057519e+01,3.778095798573e+01,2.826848147502e+01,-2.718092287081e-02,-2.606400868301e-01,2.620535392452e-01
754,-2.524943057519e+01,3.919991495082e+01,2.776848147502e+01,9.130073773958e-03,-1.356564704403e-01,1.359633635191e-01
755,-2.524943057519e+01,3.555293156130e+01,2.776848147502e+01,2.631384838597e-02,-5.150956963354e-02,5.784163189876e-02
756,-2.524943057519e+01,3.876690224893e+01,2.851848147502e+01,1.526920747809e-01,-6.785794607651e-01,6.955465148164e-01
757,-2.524943057519e+01,3.876690224893e+01,2.701848147502e+01,6.605704865672e-02,-3.406591440834e-01,3.470045909277e-01
758,-2.524943057519e+01,3.665879468391e+01,2.676848147502e+01,-3.461409014678e-02,-2.122659850663e-02,4.060423279476e-02
759,-2.524943057519e+01,3.665879468391e+01,2.876848147502e+01,-4.292355788652e-02,-4.660924114617e-02,6.336286911007e-02
760,4.600198814150e+01,3.875060206971e+01,2.801848147502e+01,1.935616960897e-04,-1.673594679514e-03,1.684750806941e-03
761,-1.428767384955e+01,3.875060206971e+01,2.751848147502e+01,2.320655092093e-04,-1.047892974732e-03,1.073281923381e-03
762,-1.976855221237e+01,3.875060206971e+01,2.651848147502e+01,1.404715640109e-03,9.139153164992e-04,1.675848213681e-03
763,-1.976855221237e+01,3.875060206971e+01,2.901848147502e+01,4.750028713377e-03,-1.294057289212e-03,4.923145036018e-03
764,5.148286650432e+01,3.875060206971e+01,2.901848147502e+01,2.285631988728e-03,-3.371194424900e-03,4.072967645142e-03
765,5.148286650432e+01,3.875060206971e+01,2.651848147502e+01,2.582821040441e-03,9.072244018463e-04,2.737520893482e-03
766,-1.976855221237e+01,3.918361477160e+01,2.826848147502e+01,4.113042279036e-03,2.254824322411e-03,4.690559616301e-03
767,5.148286650432e+01,3.918361477160e+01,2.726848147502e+01,3.603307423798e-03,2.493562821264e-03,4.381972151211e-03
768,3.504023141585e+01,3.831758936781e+01,2.726848147502e+01,5.488732868957e-05,-2.363399552061e-05,5.975938917815e-05
769,1.859759632739e+01,3.831758936781e+01,2.726848147502e+01,1.554971444725e-04,-6.425875667415e-04,6.611339825405e-04
770,2.955935305303e+01,3.831758936781e+01,2.826848147502e+01,7.572250611910e-04,-7.213117278384e-04,1.045791758436e-03
771,-3.325917123901e+00,3.831758936781e+01,2.726848147502e+01,-6.540063208090e-04,-1.489900301630e-03,1.627122360627e-03
772,2.154961238921e+00,3.831758936781e+01,2.826848147502e+01,1.022651817615e-04,-1.469042915586e-03,1.472598130935e-03
773,1.311671796457e+01,3.831758936781e+01,2.826848147502e+01,-1.507106746778e-04,-6.667359590447e-04,6.835572737855e-04
774,-1.658204808570e+01,3.356821941748e+01,2.626848147502e+01,-6.709457887426e-04,3.495235602488e-04,7.565282351640e-04
775,-2.182815542470e+01,2.738706888464e+01,2.626848147502e+01,2.028486444356e-05,5.295854834528e-05,5.671052431721e-05
776,5.384730185788e+01,2.904437226649e+01,2.626848147502e+01,9.159398427451e-05,3.120907078318e-04,3.252538514302e-04
777,-1.639423126664e+01,2.231178147440e+01,2.626848147502e+01,-1.238207716462e-05,5.176296580796e-05,5.322330752731e-05
778,-8.595501565285e+00,3.166392320731e+01,2.626848147502e+01,-3.760441715390e-04,-6.316037836242e-04,7.350731653630e-04
779,-8.407684746229e+00,2.548277267447e+01,2.626848147502e+01,-6.935143452444e-04,1.847089183252e-04,7.176904148508e-04
780,7.822099321159e+00,2.604651379594e+01,2.626848147502e+01,8.711898956173e-05,1.893939086850e-05,8.915390551584e-05
781,7.681236706866e+00,3.222766432879e+01,2.626848147502e+01,2.937714812683e-04,3.293828305459e-04,4.413555621774e-04
782,-5.854779424901e-01,3.530743003504e+01,2.626848147502e+01,2.122727282989e-04,-2.933251395800e-04,3.620764403950e-04
783,-2.567985091421e-01,2.294512896934e+01,2.626848147502e+01,-5.770446421019e-05,-5.420415043512e-05,7.917003924578e-05
784,1.590255425110e+01,3.523782366157e+01,2.626848147502e+01,-1.054345758448e-04,1.082415528868e-04,1.511048760131e-04
785,3.233740384136e+01,3.521145552879e+01,2.626848147502e+01,3.814019032777e-05,7.305421275144e-05,8.241111647691e-05
786,4.836642349506e+01,3.522552279934e+01,2.626848147502e+01,-8.470644509082e-04,2.490605500790e-04,8.829209146906e-04
787,4.841337769982e+01,2.286322173365e+01,2.626848147502e+01,2.097235172324e-05,-1.842876992360e-04,1.854772105314e-04
788,3.247826645565e+01,2.284915446310e+01,2.626848147502e+01,-1.744867955736e-04,-7.795669775890e-05,1.911096244437e-04
789,1.613732527492e+01,2.287552259587e+01,2.626848147502e+01,-1.525254228934e-04,-1.835994504426e-04,2.386896789383e-04
790,4.022967176251e+01,2.593823842747e+01,2.626848147502e+01,-1.042762932823e-04,-3.109730537312e-04,3.279905265211e-04
791,2.425539181178e+01,2.595053928970e+01,2.626848147502e+01,9.397068284664e-05,-3.866233086779e-05,1.016133114449e-04
792,2.416148340225e+01,3.213168982254e+01,2.626848147502e+01,-5.398346967133e-05,2.496087057331e-05,5.947486912582e-05
793,4.018271755774e+01,3.211938896032e+01,2.626848147502e+01,5.988429977118e-04,-1.499584834712e-04,6.173333642963e-04
794,-2.501465955137e+01,3.610586312260e+01,2.626848147502e+01,-1.499281701959e-02,-1.467497721856e-01,1.475136610579e-01
795,-1.953378118855e+01,3.721172624521e+01,2.626848147502e+01,1.025544773205e-03,-6.768104451007e-04,1.228745075451e-03
796,-2.501465955137e+01,3.500000000000e+01,2.826848147502e+01,2.977447287411e-02,-2.299565973875e-01,2.318761650471e-01
797,-2.477988852755e+01,3.500000000000e+01,2.726848147502e+01,1.733671220400e-02,-1.274468197756e-01,1.286205794613e-01
798,-1.658204808570e+01,3.356821941748e+01,2.926848147502e+01,6.801695704715e-05,7.022030427767e-04,7.054894894545e-04
799,-2.182815542470e+01,2.738706888464e+01,2.926848147502e+01,4.208742410847e-04,1.030984589875e-03,1.113581766809e-03
800,5.384730185788e+01,2.904437226649e+01,2.926848147502e+01,-4.283481483454e-05,7.353841435466e-05,8.510416997837e-05
801,-1.639423126664e+01,2.231178147440e+01,2.926848147502e+01,1.268073873870e-04,-2.519281900778e-05,1.292856976834e-04
802,-8.595501565285e+00,3.166392320731e+01,2.926848147502e+01,-2.747527069842e-05,-1.635281493257e-04,1.658202222946e-04
803,-8.407684746229e+00,2.548277267447e+01,2.926848147502e+01,-5.113145509438e-04,-7.421108012468e-05,5.166719021005e-04
804,7.822099321158e+00,2.604651379594e+01,2.926848147502e+01,2.163169342092e-04,3.500547716907e-04,4.114989176280e-04
805,7.681236706866e+00,3.222766432879e+01,2.926848147502e+01,-3.636266841317e-05,9.194677069301e-05,9.887594396515e-05
806,-5.854779424901e-01,3.530743003504e+01,2.926848147502e+01,-9.842378703562e-05,-1.429236602993e-05,9.945608870836e-05
807,-2.567985091421e-01,2.294512896934e+01,2.926848147502e+01,-7.616132848118e-05,-2.263784919774e-04,2.388467491636e-04
808,1.590255425110e+01,3.523782366157e+01,2.926848147502e+01,-5.635328481912e-05,4.568884820884e-05,7.254766405995e-05
809,3.233740384136e+01,3.521145552879e+01,2.926848147502e+01,5.828727248372e-06,4.281657055013e-05,4.321148892379e-05
810,4.836642349506e+01,3.522552279934e+01,2.926848147502e+01,-3.310531392733e-05,4.416258975229e-05,5.519326176134e-05
811,4.841337769982e+01,2.286322173365e+01,2.926848147502e+01,6.247052440795e-05,1.016601958275e-04,1.193204166750e-04
812,3.247826645565e+01,2.284915446310e+01,2.926848147502e+01,2.074324180215e-04,-4.395874116006e-04,4.860712915653e-04
813,1.613732527492e+01,2.287552259587e+01,2.926848147502e+01,-8.098313588425e-05,6.918467146107e-05,1.065119104271e-04
814,4.022967176251e+01,2.593823842747e+01,2.926848147502e+01,-6.981772943186e-05,-6.257757345123e-05,9.375749592467e-05
815,2.425539181178e+01,2.595053928970e+01,2.926848147502e+01,6.706804430147e-06,1.282240719337e-04,1.283993529926e-04
816,2.416148340225e+01,3.213168982254e+01,2.926848147502e+01,-3.766773489476e-04,-2.567585861185e-05,3.775514202406e-04
817,4.018271755774e+01,3.211938896032e+01,2.926848147502e+01,5.138419666723e-04,-6.676253928419e-05,5.181609820947e-04
818,-2.501465955137e+01,3.610586312260e+01,2.926848147502e+01,8.425028955259e-04,-1.340526871616e-01,1.340553346435e-01
819,-1.953378118855e+01,3.721172624521e+01,2.926848147502e+01,8.128799316804e-04,-2.406760030796e-03,2.540328252247e-03
820,5.696374486714e+01,3.918361477160e+01,2.726848147502e+01,-2.152327137854e-03,-3.304816514282e-01,3.304886600820e-01
821,5.696374486714e+01,3.875060206971e+01,2.801848147502e+01,1.624576168339e-03,-1.401420249746e-01,1.401514409905e-01
822,5.696374486714e+01,3.213643883497e+01,2.726848147502e+01,7.053651485792e-04,-5.624289842946e-06,7.053875711029e-04
823,5.696374486714e+01,2.595528830212e+01,2.826848147502e+01,-3.312628042818e-04,-1.130253507229e-03,1.177797960647e-03
824,5.152982070908e+01,1.977413776928e+01,2.826848147502e+01,-8.010366521208e-04,-9.686835487750e-04,1.256983506538e-03
825,4.609589655103e+01,1.977413776928e+01,2.726848147502e+01,-4.954241844156e-04,-5.096870303595e-04,7.107925094009e-04
826,-1.911119334567e+01,1.977413776928e+01,2.826848147502e+01,6.957109296881e-04,-2.255100470010e-03,2.359977081992e-03
827,-1.367726918761e+01,1.977413776928e+01,2.726848147502e+01,-8.334110703195e-05,-2.994950332966e-04,3.108745970494e-04
828,2.979412407685e+01,1.977413776928e+01,2.726848147502e+01,-7.565897090745e-04,-1.606093295897e-03,1.775377048123e-03
829,3.522804823491e+01,1.977413776928e+01,2.826848147502e+01,1.442432734842e-03,-9.766456364897e-04,1.741966961173e-03
830,1.892627576074e+01,1.977413776928e+01,2.726848147502e+01,-4.030899236544e-04,1.547375353233e-05,4.033868163440e-04
831,2.624503286561e+00,1.977413776928e+01,2.726848147502e+01,-5.699156168260e-04,-2.770403596738e-04,6.336838101059e-04
832,1.349235160268e+01,1.977413776928e+01,2.826848147502e+01,1.001849613158e-03,-6.793002847534e-04,1.210434436164e-03
833,-2.809420871497e+00,1.977413776928e+01,2.826848147502e+01,4.002827764286e-04,-1.243057439480e-03,1.305916574270e-03
834,-2.454511750373e+01,2.484942517952e+01,2.726848147502e+01,-3.005704168858e-03,-1.991959486113e-03,3.605850821236e-03
835,-2.454511750373e+01,2.992471258976e+01,2.826848147502e+01,-7.621704700099e-04,-1.323168483548e-03,1.526983517007e-03
836,-2.524943057519e+01,3.778095798573e+01,2.726848147502e+01,-4.447751401399e-03,-1.163888259916e-01,1.164737794881e-01
837,-2.524943057519e+01,3.778095798573e+01,2.826848147502e+01,-2.718092287081e-02,-2.606400868301e-01,2.620535392452e-01
838,-2.524943057519e+01,3.919991495082e+01,2.776848147502e+01,3.329907803681e-02,-4.947643915336e-01,4.958836877008e-01
839,-2.524943057519e+01,3.555293156130e+01,2.776848147502e+01,2.839257891411e-02,-5.557870134389e-02,6.241098124904e-02
840,-2.524943057519e+01,3.876690224893e+01,2.851848147502e+01,6.471740528433e-02,-2.876108798894e-01,2.948022401161e-01
841,-2.524943057519e+01,3.876690224893e+01,2.701848147502e+01,6.310760160178e-02,-3.254487141643e-01,3.315108368231e-01
842,-2.524943057519e+01,3.665879468391e+01,2.676848147502e+01,-3.597159368911e-02,-2.205906824777e-02,4.219665916271e-02
843,-2.524943057519e+01,3.665879468391e+01,2.876848147502e+01,-7.855764277457e-03,-8.530308987049e-03,1.159651688213e-02
844,4.600198814150e+01,3.875060206971e+01,2.751848147502e+01,3.475584162934e-04,-5.949541452491e-04,6.890335896642e-04
845,-1.428767384955e+01,3.875060206971e+01,2.801848147502e+01,-6.981711403221e-05,-1.711572998597e-04,1.848492648269e-04
846,-1.976855221237e+01,3.875060206971e+01,2.651848147502e+01,6.812447111594e-03,4.432213595661e-03,8.127358304260e-03
847,-1.976855221237e+01,3.875060206971e+01,2.901848147502e+01,3.959973038142e-03,-1.078821262840e-03,4.104295527854e-03
848,5.148286650432e+01,3.875060206971e+01,2.901848147502e+01,1.216963811003e-03,-1.794961584013e-03,2.168614305351e-03
849,5.148286650432e+01,3.875060206971e+01,2.651848147502e+01,4.834827893791e-04,1.698249230317e-04,5.124413255276e-04
850,-1.976855221237e+01,3.918361477160e+01,2.726848147502e+01,4.461961113709e-03,6.116997334642e-03,7.571443281981e-03
851,5.148286650432e+01,3.918361477160e+01,2.826848147502e+01,3.238212921520e-03,-4.515077779503e-05,3.238527677485e-03
852,3.504023141585e+01,3.831758936781e+01,2.726848147502e+01,1.276559097878e-04,-5.496749927782e-05,1.389872558209e-04
853,1.859759632739e+01,3.831758936781e+01,2.726848147502e+01,9.889615849953e-05,-4.086855875449e-04,4.204811049653e-04
854,2.955935305303e+01,3.831758936781e+01,2.826848147502e+01,1.028595781015e-04,-9.798119978814e-05,1.420577640228e-04
855,-3.325917123901e+00,3.831758936781e+01,2.726848147502e+01,-2.552291068569e-04,-5.814407463530e-04,6.349923137381e-04
856,2.154961238921e+00,3.831758936781e+01,2.826848147502e+01,6.365119189895e-05,-9.143515996073e-04,9.165644123217e-04
857,1.311671796457e+01,3.831758936781e+01,2.826848147502e+01,-9.584133821972e-05,-4.239969510499e-04,4.346941184458e-04
858,-1.658204808570e+01,3.356821941748e+01,2.626848147502e+01,-6.645609528501e-05,3.461974337418e-05,7.493289819448e-05
859,-2.182815542470e+01,2.738706888464e+01,2.626848147502e+01,9.704924269539e-05,2.533705376960e-04,2.713211839870e-04
860,5.384730185788e+01,2.904437226649e+01,2.626848147502e+01,1.391758621750e-04,4.742177522172e-04,4.942189769020e-04
861,-1.639423126664e+01,2.231178147440e+01,2.626848147502e+01,-1.259816864242e-05,5.266633085956e-05,5.415215839975e-05
862,-8.595501565285e+00,3.166392320731e+01,2.626848147502e+01,-4.571015836538e-04,-7.677478115264e-04,8.935203186735e-04
863,-8.407684746229e+00,2.548277267447e+01,2.626848147502e+01,-9.650780001187e-05,2.570365194661e-05,9.987208412026e-05
864,7.822099321159e+00,2.604651379594e+01,2.626848147502e+01,3.399860397160e-05,7.391188222462e-06,3.479273969318e-05
865,7.681236706866e+00,3.222766432879e+01,2.626848147502e+01,1.820703911944e-04,2.041411935266e-04,2.735383962886e-04
866,-5.854779424901e-01,3.530743003504e+01,2.626848147502e+01,1.133954508381e-04,-1.566934043358e-04,1.934201417462e-04
867,-2.567985091421e-01,2.294512896934e+01,2.626848147502e+01,-2.829368121671e-04,-2.657740564833e-04,3.881869250488e-04
868,1.590255425110e+01,3.523782366157e+01,2.626848147502e+01,-9.143633213213e-06,9.387063495018e-06,1.310431186279e-05
869,3.233740384136e+01,3.521145552879e+01,2.626848147502e+01,2.919123789138e-05,5.591327376890e-05,6.307473783685e-05
870,4.836642349506e+01,3.522552279934e+01,2.626848147502e+01,-6.025671292513e-04,1.771715251536e-04,6.280739562977e-04
871,4.841337769982e+01,2.286322173365e+01,2.626848147502e+01,2.001301336711e-05,-1.758578263837e-04,1.769929258599e-04
872,3.247826645565e+01,2.284915446310e+01,2.626848147502e+01,-2.140372705885e-04,-9.562694275836e-05,2.344279535001e-04
873,1.613732527492e+01,2.287552259587e+01,2.626848147502e+01,-1.339712724737e-04,-1.612652601427e-04,2.096539672344e-04
874,4.022967176251e+01,2.593823842747e+01,2.626848147502e+01,-1.416463358480e-05,-4.224180992822e-05,4.455342131199e-05
875,2.425539181178e+01,2.595053928970e+01,2.626848147502e+01,2.066158443058e-04,-8.500789707060e-05,2.234198954493e-04
876,2.416148340225e+01,3.213168982254e+01,2.626848147502e+01,-9.717024540839e-05,4.492956703196e-05,1.070547644265e-04
877,4.018271755774e+01,3.211938896032e+01,2.626848147502e+01,1.309214891395e-04,-3.278453290790e-05,1.349639282049e-04
878,-2.501465955137e+01,3.610586312260e+01,2.626848147502e+01,-1.183650960039e-02,-1.158558184937e-01,1.164588924830e-01
879,-1.953378118855e+01,3.721172624521e+01,2.626848147502e+01,2.158905599703e-03,-1.424774322918e-03,2.586668757239e-03
880,5.696374486714e+01,3.918361477160e+01,2.726848147502e+01,-3.294639747501e-04,-5.058794109528e-02,5.058901393356e-02
881,5.696374486714e+01,3.875060206971e+01,2.801848147502e+01,1.015208872210e-03,-8.757571968347e-02,8.758160381685e-02
882,5.696374486714e+01,3.213643883497e+01,2.726848147502e+01,6.782580685426e-04,-5.408149202555e-06,6.782796293719e-04
883,5.696374486714e+01,2.595528830212e+01,2.826848147502e+01,-7.577410548188e-04,-2.585377753585e-03,2.694132445685e-03
884,5.152982070908e+01,1.977413776928e+01,2.826848147502e+01,-3.279564582844e-04,-3.965936202964e-04,5.146279609487e-04
885,4.609589655103e+01,1.977413776928e+01,2.726848147502e+01,-7.591313613232e-04,-7.809861152862e-04,1.089137152068e-03
886,-1.911119334567e+01,1.977413776928e+01,2.826848147502e+01,5.410364747149e-04,-1.753733564268e-03,1.835293404721e-03
887,-1.367726918761e+01,1.977413776928e+01,2.726848147502e+01,-1.036674749571e-04,-3.725399742068e-04,3.866949414538e-04
888,3.522804823491e+01,1.977413776928e+01,2.726848147502e+01,1.074089146449e-04,-7.946205928152e-05,1.336072371185e-04
889,1.349235160268e+01,1.977413776928e+01,2.726848147502e+01,-1.190387737542e-04,-3.866089340224e-04,4.045203301725e-04
890,2.979412407685e+01,1.977413776928e+01,2.826848147502e+01,-2.072214175232e-04,-1.141639251256e-03,1.160293452489e-03
891,1.892627576074e+01,1.977413776928e+01,2.826848147502e+01,2.998097039099e-04,3.605505220766e-05,3.019699080177e-04
892,-2.809420871497e+00,1.977413776928e+01,2.726848147502e+01,1.411934474900e-04,-1.621301232046e-04,2.149924800184e-04
893,2.624503286561e+00,1.977413776928e+01,2.826848147502e+01,-8.340076678369e-04,3.708271643413e-05,8.348316703797e-04
894,-2.501465955137e+01,3.500000000000e+01,2.826848147502e+01,7.753675641141e-02,-5.988380970595e-01,6.038369109988e-01
895,-2.477988852755e+01,3.500000000000e+01,2.726848147502e+01,6.197987770605e-02,-4.556306992231e-01,4.598269667114e-01
896,-2.454511750373e+01,2.992471258976e+01,2.726848147502e+01,1.269015526349e-04,-2.012803569478e-04,2.379449225224e-04
897,-2.454511750373e+01,2.484942517952e+01,2.826848147502e+01,-8.429597915718e-04,-6.736802947511e-04,1.079085886175e-03
898,-1.658204808570e+01,3.356821941748e+01,2.926848147502e+01,5.918217651194e-06,6.109932909234e-05,6.138528582405e-05
899,-2.182815542470e+01,2.738706888464e+01,2.926848147502e+01,4.486739899546e-04,1.099083584514e-03,1.187136502265e-03
900,5.384730185788e+01,2.904437226649e+01,2.926848147502e+01,-4.907748310126e-05,8.425576955861e-05,9.750709744151e-05
901,-1.639423126664e+01,2.231178147440e+01,2.926848147502e+01,3.389720918626e-04,-6.734357307527e-05,3.455969269195e-04
902,-8.595501565285e+00,3.166392320731e+01,2.926848147502e+01,-3.680533277264e-05,-2.190590957116e-04,2.221295116244e-04
903,-8.407684746229e+00,2.548277267447e+01,2.926848147502e+01,-1.204132968452e-04,-1.747652360716e-05,1.216749396323e-04
904,7.822099321158e+00,2.604651379594e+01,2.926848147502e+01,2.208220431300e-04,3.573451619715e-04,4.200689699520e-04
905,7.681236706866e+00,3.222766432879e+01,2.926848147502e+01,-1.608396019510e-04,4.066995807599e-04,4.373487470498e-04
906,-5.854779424901e-01,3.530743003504e+01,2.926848147502e+01,-1.383684879509e-04,-2.009283666444e-05,1.398197430374e-04
907,-2.567985091421e-01,2.294512896934e+01,2.926848147502e+01,-9.431808713372e-05,-2.803468211141e-04,2.957874941058e-04
908,1.590255425110e+01,3.523782366157e+01,2.926848147502e+01,-2.089196181541e-04,1.693831469156e-04,2.689573522117e-04
909,3.233740384136e+01,3.521145552879e+01,2.926848147502e+01,9.814452338797e-06,7.209484559300e-05,7.275981195542e-05
910,4.836642349506e+01,3.522552279934e+01,2.926848147502e+01,-1.182128865733e-04,1.576963512453e-04,1.970848186646e-04
911,4.841337769982e+01,2.286322173365e+01,2.926848147502e+01,2.673941289943e-05,4.351386477753e-05,5.107301273749e-05
912,3.247826645565e+01,2.284915446310e+01,2.926848147502e+01,2.036856675106e-04,-4.316473587643e-04,4.772916230958e-04
913,1.613732527492e+01,2.287552259587e+01,2.926848147502e+01,-1.442318777584e-04,1.232186796420e-04,1.896989129501e-04
914,4.022967176251e+01,2.593823842747e+01,2.926848147502e+01,-2.340689566005e-04,-2.097958132341e-04,3.143287446203e-04
915,2.425539181178e+01,2.595053928970e+01,2.926848147502e+01,6.136087428907e-06,1.173128162704e-04,1.174731817490e-04
916,2.416148340225e+01,3.213168982254e+01,2.926848147502e+01,-3.099353517977e-04,-2.112645290142e-05,3.106545497915e-04
917,4.018271755774e+01,3.211938896032e+01,2.926848147502e+01,4.944023863123e-04,-6.423679045161e-05,4.985580054907e-04
918,-2.501465955137e+01,3.610586312260e+01,2.926848147502e+01,1.064783805147e-03,-1.694203439363e-01,1.694236899139e-01
919,-1.953378118855e+01,3.721172624521e+01,2.926848147502e+01,8.503788525701e-04,-2.517786149756e-03,2.657515999727e-03
920,-5.821984140524e+01,4.000000000000e+00,-4.988380389880e+01,-1.249539904614e-02,-1.049971289755e-01,1.057380352116e-01
921,-5.965306049352e+01,4.000000000000e+00,-5.038380389880e+01,6.665428736770e-02,-6.191211150671e-01,6.226987627629e-01
922,-5.965306049352e+01,4.000000000000e+00,-5.005047056547e+01,6.403765968859e-02,-6.899053223516e-01,6.928709661022e-01
923,-5.678662231696e+01,4.000000000000e+00,-5.155047056547e+01,-1.250838961641e-02,-3.666981443187e-02,3.874448478511e-02
924,-5.727305534094e+01,4.000000000000e+00,-5.338380389880e+01,-3.396467926199e-03,-4.020815252648e-02,4.035135095591e-02
