basis_index,Re_J,Im_J,magnitude_J,phase_deg
0,5.437923974206e-04,-1.279841178269e-01,1.279852730829e-01,-89.756557
1,5.437923974206e-04,-1.279841178269e-01,1.279852730829e-01,-89.756557
